SHAPE_1,SHAPE_2,SHAPE_3,SHAPE_8,SHAPE_9
0.719,0.463,2.179,0.823,3.210
0.553,0.454,2.300,0.983,3.146
0.506,0.457,2.295,0.841,3.124
0.608,0.470,2.280,0.854,3.302
0.720,0.453,2.325,0.878,3.149
0.521,0.477,2.374,0.852,3.166
0.484,0.451,2.392,0.839,3.059
0.794,0.459,2.043,0.964,3.341
0.502,0.477,2.394,0.856,3.173
0.604,0.463,2.209,0.925,3.156
0.483,0.455,2.406,0.885,3.072
0.716,0.470,2.279,0.811,3.354
0.504,0.469,2.509,0.873,3.265
0.665,0.481,2.256,0.818,3.295
0.741,0.484,2.314,0.928,3.175
0.543,0.472,2.440,0.907,3.233
0.590,0.452,2.381,0.974,3.097
0.654,0.475,2.193,0.921,3.252
0.779,0.453,2.113,0.990,3.182
0.496,0.458,2.387,0.887,3.219
0.764,0.469,2.262,0.855,3.415
0.511,0.460,2.439,0.886,3.247
0.678,0.468,2.318,0.956,3.328
0.726,0.462,2.293,0.838,3.231
0.556,0.437,2.181,0.904,3.203
0.615,0.466,2.281,0.857,3.208
0.544,0.460,2.366,0.916,3.149
0.631,0.452,2.385,0.877,3.183
0.508,0.462,2.400,0.884,3.162
0.531,0.477,2.342,0.944,3.310
0.569,0.452,2.278,0.826,3.217
0.492,0.457,2.414,0.887,3.168
0.588,0.441,2.400,0.911,3.182
0.483,0.467,2.317,0.878,3.259
0.534,0.434,2.243,0.929,3.083
0.829,0.453,2.146,0.958,3.218
0.545,0.487,2.489,0.886,3.293
0.457,0.456,2.409,0.841,3.032
0.474,0.469,2.525,0.877,3.314
0.589,0.452,2.365,0.958,3.155
0.654,0.463,2.388,0.971,3.219
0.490,0.469,2.286,0.891,3.174
0.690,0.455,2.207,0.927,3.189
0.641,0.442,2.323,0.910,3.096
0.673,0.448,2.308,0.838,3.210
0.547,0.461,2.354,0.962,3.169
0.694,0.456,2.205,0.929,3.259
0.607,0.464,2.244,0.902,3.213
0.475,0.451,2.315,0.883,3.140
0.584,0.480,2.355,0.898,3.254
0.561,0.471,2.287,0.821,3.252
0.520,0.472,2.476,0.892,3.320
0.502,0.461,2.502,0.958,3.212
0.561,0.464,2.259,0.909,3.231
0.714,0.483,2.047,0.999,3.324
0.567,0.439,2.309,0.930,3.284
0.580,0.449,2.281,0.959,3.199
0.502,0.474,2.344,0.884,3.267
0.584,0.430,2.315,0.988,3.047
0.583,0.436,2.367,0.934,3.091
0.520,0.449,2.305,0.876,3.290
0.615,0.459,2.380,0.946,3.257
0.744,0.453,2.231,0.993,3.200
0.560,0.456,2.363,0.956,3.134
0.701,0.448,2.282,0.916,3.303
0.772,0.450,2.261,0.996,3.135
0.501,0.459,2.334,0.958,3.102
0.646,0.480,2.266,0.915,3.303
0.634,0.463,2.356,0.945,3.124
0.635,0.450,2.246,0.933,3.082
0.703,0.448,2.195,0.924,3.339
0.512,0.461,2.314,0.916,3.168
0.635,0.479,2.278,0.918,3.329
0.781,0.476,2.092,0.876,3.328
0.508,0.467,2.406,0.913,3.127
0.591,0.459,2.352,0.909,3.156
0.503,0.479,2.340,0.910,3.308
0.883,0.464,2.119,0.885,3.234
0.526,0.492,2.471,0.918,3.177
0.561,0.462,2.470,0.861,3.299
0.574,0.470,2.446,0.825,3.203
0.761,0.456,2.241,0.849,3.192
0.531,0.460,2.254,0.967,3.162
0.517,0.471,2.330,0.831,3.083
0.461,0.449,2.465,0.909,3.181
0.504,0.438,2.311,0.862,2.963
0.584,0.432,2.179,0.907,3.165
0.558,0.465,2.226,0.864,3.189
0.685,0.472,2.238,0.996,3.200
0.500,0.464,2.378,0.920,3.236
0.517,0.461,2.382,0.891,3.172
0.485,0.470,2.521,0.911,3.271
0.531,0.440,2.325,0.883,3.153
0.682,0.452,2.380,0.900,3.101
0.855,0.456,2.253,0.855,3.227
0.618,0.457,2.418,0.953,3.172
0.560,0.483,2.229,0.946,3.174
0.645,0.458,2.169,0.977,3.091
0.635,0.457,2.252,0.886,3.154
0.822,0.465,2.218,0.934,3.271
0.544,0.457,2.460,0.947,3.105
0.548,0.459,2.429,0.885,3.293
0.503,0.463,2.615,0.929,3.260
0.659,0.458,2.161,0.987,3.099
0.514,0.461,2.555,0.958,3.217
0.581,0.482,2.287,0.820,3.305
0.491,0.471,2.353,0.959,3.148
0.701,0.455,2.325,0.829,3.249
0.583,0.457,2.305,0.952,2.968
0.482,0.471,2.386,0.943,3.172
0.609,0.473,2.287,0.835,3.118
0.611,0.451,2.277,0.932,3.152
0.657,0.468,2.120,0.942,3.242
0.609,0.454,2.353,0.972,3.226
0.504,0.480,2.535,0.903,3.312
0.523,0.479,2.429,0.925,3.261
0.725,0.459,2.192,0.976,3.097
0.498,0.467,2.407,0.931,3.204
0.537,0.465,2.426,0.964,3.165
0.545,0.454,2.400,0.904,3.073
0.749,0.483,2.305,0.830,3.272
0.547,0.465,2.360,1.001,3.197
0.536,0.461,2.340,0.904,3.205
0.556,0.477,2.347,0.971,3.112
0.596,0.461,2.458,0.977,3.226
0.572,0.466,2.375,0.899,3.230
0.594,0.449,2.289,0.914,3.242
0.516,0.473,2.441,0.931,3.234
0.614,0.481,2.373,0.959,3.265
0.517,0.459,2.332,0.883,3.321
0.568,0.487,2.221,0.885,3.343
0.496,0.475,2.397,0.910,3.390
0.500,0.458,2.347,0.917,3.232
0.625,0.454,2.274,0.854,3.211
0.550,0.459,2.398,0.896,3.140
0.532,0.467,2.312,0.907,3.283
0.544,0.459,2.344,0.916,3.176
0.585,0.473,2.480,0.937,3.399
0.551,0.470,2.401,0.915,2.967
0.560,0.481,2.390,0.973,3.231
0.611,0.453,2.249,1.002,3.085
0.566,0.476,2.316,0.944,3.223
0.688,0.470,2.195,1.015,3.309
0.693,0.479,2.374,1.004,3.171
0.623,0.451,2.186,0.873,3.178
0.527,0.456,2.396,0.903,3.196
0.506,0.476,2.372,0.834,3.144
0.548,0.454,2.435,0.936,3.267
0.596,0.434,2.417,1.017,3.087
0.482,0.443,2.284,0.923,3.180
0.493,0.459,2.222,0.945,3.218
0.495,0.472,2.355,0.944,3.209
0.479,0.443,2.252,0.844,3.204
0.627,0.455,2.311,0.935,3.174
0.540,0.437,2.302,0.907,3.130
0.539,0.483,2.471,0.974,3.215
0.638,0.467,2.368,0.966,3.355
0.557,0.466,2.337,0.860,3.208
0.549,0.476,2.404,0.897,3.169
0.530,0.464,2.336,0.899,3.327
0.481,0.465,2.458,0.914,3.194
0.513,0.480,2.429,0.933,3.423
0.606,0.470,2.267,0.894,3.262
0.562,0.463,2.301,0.891,3.067
0.507,0.458,2.444,0.988,3.099
0.505,0.474,2.363,0.914,3.261
0.692,0.457,2.264,0.927,3.267
0.519,0.453,2.405,0.961,3.293
0.510,0.457,2.372,0.968,3.188
0.862,0.474,2.030,0.906,3.237
0.563,0.450,2.321,0.930,3.183
0.780,0.461,2.248,0.864,3.347
0.594,0.461,2.263,0.879,3.302
0.526,0.458,2.468,0.965,3.235
0.556,0.472,2.430,0.866,3.279
0.628,0.477,2.298,0.860,3.521
0.576,0.475,2.371,0.900,3.326
0.580,0.440,2.327,0.891,3.110
0.662,0.452,2.371,0.949,3.195
0.516,0.453,2.417,0.879,3.120
0.554,0.469,2.281,0.936,3.167
0.596,0.445,2.252,0.902,3.109
0.531,0.462,2.469,0.959,3.224
0.580,0.471,2.376,0.917,3.267
0.524,0.440,2.240,0.857,3.008
0.559,0.456,2.403,0.915,3.127
0.514,0.448,2.513,0.934,3.068
0.565,0.468,2.301,0.901,3.353
0.537,0.476,2.233,0.894,3.230
0.513,0.464,2.527,0.886,3.184
0.594,0.469,2.365,0.886,3.227
0.538,0.445,2.349,0.940,3.176
0.537,0.463,2.354,0.913,3.170
0.509,0.453,2.303,0.910,3.080
0.543,0.464,2.252,0.896,3.291
0.588,0.467,2.461,0.916,3.206
0.697,0.443,2.276,0.844,3.245
0.592,0.460,2.346,0.834,3.272
0.520,0.464,2.317,0.842,3.251
0.501,0.454,2.456,0.956,3.092
0.664,0.459,2.216,0.997,3.070
0.556,0.457,2.305,0.976,3.212
0.517,0.461,2.414,0.934,3.252
0.520,0.461,2.345,0.923,3.151
0.576,0.467,2.229,0.918,3.150
0.614,0.456,2.324,0.865,3.089
0.639,0.453,2.116,1.093,3.039
0.732,0.465,2.233,0.863,3.284
0.632,0.443,2.236,0.932,3.091
0.555,0.441,2.273,0.950,3.164
0.552,0.473,2.323,0.905,3.276
0.519,0.482,2.518,0.942,3.247
0.897,0.445,2.082,0.835,3.354
0.604,0.457,2.207,0.903,3.158
0.490,0.445,2.237,0.890,3.108
0.644,0.452,2.272,0.892,3.077
0.536,0.458,2.302,0.886,3.096
0.617,0.456,2.234,0.933,3.208
0.587,0.458,2.410,0.939,3.129
0.765,0.449,2.261,0.985,3.291
0.510,0.453,2.394,0.933,3.275
0.892,0.469,2.133,0.993,3.287
0.590,0.468,2.280,0.864,3.261
0.495,0.457,2.312,0.960,3.078
0.514,0.486,2.237,0.886,3.300
0.754,0.465,2.295,0.950,3.112
0.631,0.460,2.282,0.938,3.239
0.530,0.469,2.316,0.876,3.190
0.557,0.478,2.186,0.921,3.189
0.540,0.466,2.339,0.953,3.220
0.519,0.473,2.280,0.944,3.158
0.643,0.467,2.306,0.898,3.174
0.539,0.460,2.361,0.941,3.242
0.524,0.472,2.373,0.913,3.309
0.525,0.460,2.332,0.863,3.205
0.535,0.445,2.397,0.939,3.085
0.734,0.487,2.048,0.981,3.378
0.530,0.467,2.347,0.906,3.292
0.458,0.457,2.265,0.850,3.068
0.526,0.447,2.210,0.969,3.191
0.540,0.455,2.295,0.883,3.217
0.541,0.447,2.334,0.940,3.145
0.558,0.469,2.374,0.919,3.119
0.535,0.462,2.317,0.917,3.212
0.568,0.445,2.296,0.948,3.216
0.493,0.445,2.372,0.940,3.157
0.544,0.456,2.332,0.971,3.299
0.612,0.435,2.360,0.982,3.216
0.585,0.454,2.375,0.859,3.282
0.571,0.453,2.345,0.918,3.190
0.536,0.454,2.325,0.972,3.168
0.599,0.463,2.241,0.972,3.180
0.536,0.470,2.288,0.942,3.214
0.606,0.443,2.284,0.931,2.991
0.547,0.458,2.347,0.924,3.229
0.496,0.476,2.294,0.888,3.192
0.556,0.495,2.335,0.928,3.341
0.519,0.499,2.308,0.947,3.349
0.503,0.463,2.253,0.901,3.175
0.484,0.461,2.426,0.900,3.184
0.851,0.455,2.113,0.889,3.075
0.542,0.477,2.316,0.914,3.255
0.574,0.474,2.430,0.977,3.251
0.499,0.468,2.366,0.906,3.099
0.529,0.440,2.416,0.881,3.093
0.645,0.420,2.182,0.931,2.988
0.451,0.454,2.488,0.884,3.054
0.492,0.487,2.202,0.890,3.176
0.668,0.454,2.370,0.947,3.124
0.563,0.452,2.242,0.858,3.226
0.620,0.460,2.195,0.882,3.176
0.539,0.486,2.320,0.917,3.377
0.731,0.482,2.177,0.916,3.264
0.497,0.498,2.333,0.878,3.463
0.534,0.470,2.267,0.938,3.082
0.594,0.473,2.413,0.942,3.353
0.496,0.451,2.487,0.854,3.157
0.555,0.467,2.265,0.905,3.201
0.519,0.468,2.500,0.928,3.266
0.586,0.490,2.265,0.928,3.313
0.493,0.460,2.300,0.876,3.161
0.524,0.460,2.268,0.884,3.220
0.583,0.470,2.078,0.929,3.129
0.628,0.483,2.144,0.935,3.136
0.619,0.461,2.291,0.949,3.100
0.580,0.476,2.098,0.938,3.211
0.484,0.464,2.281,0.951,3.145
0.619,0.481,2.209,0.947,3.114
0.513,0.444,2.315,0.834,3.068
0.510,0.476,2.372,0.867,3.165
0.634,0.474,2.198,0.944,3.172
0.792,0.467,2.116,0.941,3.309
0.473,0.457,2.290,0.909,3.255
0.498,0.475,2.367,0.875,3.308
0.589,0.467,2.284,0.993,3.217
0.523,0.464,2.286,0.915,3.061
0.525,0.471,2.331,0.908,3.433
0.533,0.493,2.267,0.824,3.274
0.637,0.466,2.128,0.908,3.239
0.624,0.482,2.262,0.915,3.237
0.658,0.466,2.220,0.997,3.128
0.659,0.474,2.264,0.922,3.231
0.539,0.468,2.345,0.903,3.205
0.629,0.451,2.267,0.932,3.149
0.885,0.459,2.197,0.866,3.012
0.533,0.488,2.332,0.846,3.330
0.529,0.468,2.222,0.886,3.247
0.604,0.462,2.236,0.875,3.150
0.459,0.462,2.605,0.992,3.342
0.596,0.465,2.157,0.955,3.333
0.549,0.444,2.351,0.889,3.010
0.516,0.486,2.213,0.861,3.230
0.823,0.490,2.304,0.952,3.405
0.562,0.471,2.297,0.876,3.276
0.507,0.471,2.266,0.890,3.257
0.501,0.473,2.249,0.872,3.183
0.585,0.473,2.311,0.838,3.137
0.624,0.453,2.099,0.954,3.150
0.604,0.457,2.274,0.931,3.020
0.485,0.450,2.352,0.917,3.127
0.552,0.434,2.309,0.879,3.106
0.504,0.458,2.480,0.921,3.311
0.598,0.443,2.299,0.906,3.289
0.586,0.465,2.330,0.862,3.188
0.544,0.448,2.325,0.869,2.992
0.521,0.426,2.407,0.945,2.979
0.572,0.462,2.456,0.953,3.328
0.631,0.455,2.245,1.017,3.166
0.517,0.471,2.519,0.891,3.359
0.595,0.443,2.306,0.882,3.235
0.523,0.445,2.324,0.909,3.258
0.726,0.434,2.248,0.865,3.134
0.446,0.457,2.419,0.902,3.281
0.668,0.435,2.216,0.998,3.187
0.529,0.467,2.331,0.885,3.332
0.711,0.444,2.166,1.061,3.017
0.522,0.444,2.274,0.874,3.001
0.678,0.471,2.262,1.030,3.380
0.834,0.438,2.082,0.969,3.125
0.659,0.451,2.084,0.935,3.121
0.554,0.429,2.374,0.822,3.114
0.601,0.434,2.255,0.880,2.852
0.565,0.452,2.285,0.924,3.177
0.872,0.456,2.161,0.844,3.243
0.501,0.432,2.471,0.961,3.144
0.611,0.429,2.272,0.857,3.071
0.497,0.451,2.327,0.837,3.089
0.648,0.419,2.183,0.877,3.064
0.561,0.435,2.238,0.931,3.167
0.552,0.454,2.162,0.865,3.171
0.614,0.460,2.268,0.828,3.046
0.853,0.427,2.019,0.920,3.134
0.466,0.436,2.418,0.864,3.101
0.499,0.424,2.276,0.868,3.033
0.574,0.437,2.343,0.876,3.073
0.496,0.447,2.457,0.918,3.214
0.627,0.432,2.295,0.867,2.995
0.729,0.432,2.244,0.812,3.041
0.603,0.461,2.156,0.917,3.404
0.686,0.445,2.245,0.898,3.096
0.580,0.445,2.251,0.896,3.057
0.711,0.428,2.215,0.873,3.027
0.638,0.450,2.287,1.006,3.045
0.619,0.445,2.283,0.958,3.073
0.566,0.438,2.248,0.901,3.009
0.752,0.432,2.218,0.909,3.191
0.498,0.455,2.431,0.916,3.246
0.648,0.442,2.290,0.853,2.991
0.552,0.426,2.261,0.882,3.064
0.538,0.441,2.248,0.837,3.155
0.557,0.441,2.313,0.927,3.150
0.515,0.448,2.439,0.878,3.071
0.607,0.451,2.322,0.916,3.118
0.685,0.433,2.097,0.901,3.041
0.529,0.468,2.403,0.966,3.268
0.515,0.474,2.592,0.941,3.305
0.490,0.460,2.461,0.903,3.346
0.553,0.461,2.350,0.839,3.092
0.556,0.470,2.253,0.882,3.225
0.694,0.453,2.170,0.900,3.018
0.508,0.445,2.238,0.903,2.985
0.545,0.450,2.319,0.885,3.026
0.539,0.459,2.276,0.810,3.398
0.530,0.468,2.435,0.876,3.256
0.575,0.452,2.163,0.902,3.347
0.578,0.448,2.302,0.874,3.140
0.663,0.438,2.307,0.981,3.364
0.628,0.453,2.178,0.941,3.131
0.478,0.456,2.454,0.888,3.119
0.563,0.452,2.270,0.901,3.098
0.742,0.454,2.231,0.912,3.304
0.540,0.446,2.295,0.822,3.098
0.626,0.471,2.314,0.901,3.291
0.530,0.434,2.356,0.922,2.986
0.508,0.439,2.304,0.814,3.238
0.534,0.434,2.358,0.900,2.952
0.509,0.434,2.321,0.807,2.971
0.590,0.459,2.262,0.857,3.303
0.510,0.433,2.231,0.892,2.966
0.488,0.452,2.401,0.856,3.188
0.489,0.467,2.379,0.840,3.261
0.668,0.443,2.268,0.921,3.129
0.605,0.444,2.370,0.857,3.165
0.543,0.439,2.213,0.927,3.189
0.562,0.453,2.182,0.810,3.070
0.677,0.436,2.286,0.927,3.085
0.524,0.440,2.252,0.913,3.179
0.699,0.461,2.235,0.864,3.252
0.537,0.461,2.235,0.901,3.242
0.515,0.439,2.259,0.826,3.168
0.602,0.440,2.309,0.859,3.216
0.569,0.443,2.212,0.981,3.067
0.522,0.440,2.339,0.890,3.123
0.717,0.471,2.236,0.862,3.179
0.518,0.461,2.395,0.865,3.275
0.699,0.440,2.236,0.921,3.170
0.808,0.439,2.168,0.914,3.065
0.768,0.437,2.240,0.935,3.060
0.728,0.446,2.321,0.924,3.229
0.484,0.458,2.347,0.896,3.266
0.574,0.447,2.458,0.902,3.264
0.670,0.445,2.292,0.910,3.194
0.580,0.430,2.294,0.862,3.192
0.472,0.448,2.570,0.947,3.198
0.507,0.450,2.286,0.893,3.444
0.485,0.464,2.352,0.872,3.167
0.488,0.430,2.473,0.948,3.317
0.815,0.472,2.101,0.972,3.434
0.590,0.456,2.262,0.880,3.044
0.762,0.454,2.175,0.970,3.102
0.466,0.459,2.362,0.865,3.235
0.517,0.432,2.364,0.900,3.084
0.619,0.456,2.324,0.914,3.159
0.473,0.449,2.371,0.941,3.209
0.520,0.446,2.143,0.877,3.289
0.539,0.454,2.446,0.925,3.228
0.761,0.452,2.245,1.013,3.268
0.628,0.453,2.159,0.870,3.117
0.556,0.442,2.331,0.942,3.167
0.472,0.442,2.428,0.865,3.165
0.612,0.452,2.214,0.956,3.287
0.572,0.440,2.348,0.954,3.292
0.473,0.449,2.331,0.945,3.224
0.486,0.433,2.304,0.890,3.386
0.531,0.441,2.235,0.913,3.270
0.505,0.465,2.351,0.856,3.132
0.472,0.459,2.341,0.949,3.041
0.533,0.449,2.357,0.929,3.147
0.543,0.436,2.417,0.951,3.064
0.488,0.445,2.265,0.962,3.003
0.503,0.440,2.446,0.921,3.035
0.532,0.453,2.413,0.931,3.200
0.492,0.445,2.365,0.974,3.056
0.517,0.463,2.485,0.983,3.234
0.491,0.417,2.650,0.948,3.186
0.493,0.460,2.436,1.055,3.236
0.497,0.453,2.336,0.949,3.275
0.487,0.439,2.419,1.018,3.093
0.483,0.445,2.379,0.939,3.110
0.559,0.458,2.355,0.940,3.109
0.534,0.430,2.269,0.970,3.016
0.530,0.468,2.500,1.039,3.146
0.544,0.454,2.342,0.920,3.248
0.502,0.443,2.536,0.949,3.291
0.477,0.431,2.322,0.952,3.035
0.531,0.436,2.198,0.972,3.073
0.453,0.455,2.343,0.918,3.221
0.619,0.422,2.396,0.953,3.215
0.500,0.446,2.368,0.949,3.170
0.529,0.440,2.312,0.909,3.106
0.524,0.450,2.432,0.993,3.169
0.460,0.451,2.320,0.914,3.176
0.497,0.438,2.336,0.901,3.172
0.507,0.450,2.398,0.938,3.291
0.518,0.439,2.387,0.979,3.196
0.676,0.456,2.345,0.925,3.209
0.531,0.447,2.327,0.958,3.230
0.506,0.458,2.404,0.938,3.106
0.529,0.443,2.506,0.975,3.181
0.504,0.472,2.344,0.965,3.162
0.463,0.472,2.511,0.929,3.243
0.633,0.440,2.256,0.923,3.342
0.490,0.463,2.338,0.847,3.141
0.523,0.444,2.277,0.960,3.191
0.508,0.463,2.417,0.930,3.244
0.667,0.448,2.219,1.076,3.164
0.512,0.449,2.340,0.948,3.083
0.523,0.467,2.392,0.957,3.271
0.532,0.454,2.347,0.889,3.148
0.516,0.451,2.268,0.925,3.273
0.519,0.425,2.200,0.936,3.126
0.587,0.451,2.389,0.939,3.104
0.554,0.450,2.319,0.928,3.181
0.516,0.427,2.395,0.974,3.132
0.594,0.441,2.253,1.059,3.105
0.450,0.460,2.412,0.967,3.181
0.569,0.454,2.384,0.932,3.304
0.513,0.456,2.491,0.950,3.259
0.502,0.461,2.333,0.927,3.326
0.499,0.440,2.282,0.941,3.023
0.519,0.444,2.223,0.916,3.210
0.491,0.444,2.369,0.953,3.181
0.507,0.438,2.176,0.926,3.053
0.527,0.456,2.431,1.025,3.151
0.503,0.457,2.323,1.001,3.096
0.529,0.447,2.297,0.954,3.218
0.495,0.456,2.189,0.917,3.183
0.487,0.468,2.370,0.974,3.079
0.517,0.439,2.370,0.926,3.086
0.541,0.449,2.406,0.891,3.114
0.517,0.454,2.323,0.929,3.125
0.524,0.454,2.396,0.976,3.297
0.499,0.451,2.326,0.892,3.249
0.480,0.435,2.471,0.957,3.125
0.539,0.444,2.267,0.937,3.204
0.516,0.453,2.489,0.971,3.243
0.489,0.456,2.392,0.926,3.219
0.503,0.475,2.320,0.965,3.232
0.465,0.434,2.380,0.919,3.109
0.590,0.440,2.350,0.887,3.135
0.530,0.462,2.402,0.911,3.185
0.534,0.455,2.210,0.879,3.238
0.541,0.432,2.182,0.915,3.131
0.483,0.475,2.434,0.987,3.166
0.508,0.456,2.295,0.998,3.146
0.542,0.442,2.299,0.905,3.115
0.480,0.449,2.372,0.914,3.166
0.483,0.431,2.427,0.934,3.134
0.537,0.447,2.441,0.962,3.264
0.497,0.464,2.355,0.935,3.125
0.512,0.443,2.309,0.939,3.067
0.622,0.450,2.333,0.938,3.269
0.500,0.462,2.348,0.903,3.329
0.486,0.441,2.273,0.912,3.092
0.582,0.452,2.290,0.911,3.212
0.511,0.447,2.433,0.888,3.144
0.510,0.451,2.287,1.003,3.203
0.508,0.456,2.349,0.966,3.165
0.472,0.441,2.375,0.933,2.998
0.544,0.462,2.265,0.974,3.262
0.594,0.452,2.186,0.917,3.223
0.554,0.452,2.469,0.961,3.135
0.496,0.456,2.291,0.912,3.149
0.615,0.460,2.353,0.947,3.172
0.499,0.468,2.382,0.951,3.092
0.533,0.437,2.324,0.929,3.075
0.490,0.461,2.371,0.979,3.139
0.531,0.466,2.335,0.968,3.170
0.562,0.448,2.296,0.986,3.284
0.478,0.453,2.419,0.991,3.181
0.563,0.457,2.290,0.946,3.291
0.506,0.461,2.306,0.978,3.215
0.461,0.427,2.361,0.992,3.031
0.499,0.475,2.460,0.969,3.223
0.542,0.440,2.333,0.982,3.272
0.486,0.464,2.474,1.007,3.177
0.481,0.450,2.336,0.944,3.195
0.483,0.451,2.333,0.900,3.130
0.480,0.456,2.417,0.978,3.136
0.462,0.437,2.236,0.922,3.084
0.500,0.444,2.326,0.954,3.155
0.527,0.451,2.224,0.933,3.120
0.485,0.446,2.396,0.956,3.152
0.479,0.455,2.329,0.935,3.217
0.521,0.465,2.488,0.909,3.282
0.499,0.449,2.413,0.937,3.193
0.511,0.458,2.400,0.952,3.240
0.517,0.449,2.340,0.956,3.076
0.552,0.446,2.335,0.918,3.110
0.663,0.427,2.026,0.919,3.008
0.499,0.439,2.266,0.944,3.125
0.488,0.462,2.467,0.971,3.231
0.503,0.431,2.209,0.933,3.081
0.495,0.434,2.290,0.908,3.087
0.507,0.444,2.285,0.943,3.124
0.477,0.446,2.379,0.992,3.102
0.496,0.455,2.381,0.901,3.204
0.670,0.450,2.252,0.973,3.201
0.455,0.442,2.476,0.926,3.195
0.504,0.471,2.307,0.922,3.376
0.534,0.448,2.290,0.961,3.127
0.577,0.439,2.333,0.919,3.120
0.579,0.436,2.259,0.883,3.258
0.553,0.472,2.351,0.891,3.418
0.537,0.437,2.399,0.984,3.331
0.817,0.451,2.124,1.031,3.035
0.486,0.437,2.293,0.891,3.158
0.477,0.440,2.353,0.930,3.068
0.557,0.444,2.215,0.966,3.135
0.526,0.468,2.269,0.911,3.255
0.480,0.465,2.371,1.029,3.213
0.507,0.464,2.443,0.933,3.237
0.499,0.463,2.373,0.974,3.337
0.474,0.429,2.264,0.936,3.021
0.501,0.452,2.452,0.980,3.184
0.477,0.453,2.391,1.000,3.228
0.484,0.428,2.319,0.934,3.203
0.504,0.434,2.301,0.987,3.081
0.528,0.464,2.440,1.058,3.213
0.503,0.446,2.329,0.908,3.143
0.500,0.453,2.437,0.955,3.195
0.479,0.452,2.396,0.911,3.197
0.455,0.451,2.430,0.964,3.111
0.466,0.453,2.373,0.956,3.236
0.484,0.437,2.350,0.947,3.206
0.528,0.442,2.351,0.969,3.299
0.494,0.429,2.261,0.941,3.087
0.512,0.445,2.388,0.939,3.172
0.526,0.455,2.251,0.973,3.200
0.482,0.434,2.220,0.950,3.033
0.471,0.453,2.412,0.969,3.158
0.516,0.475,2.485,0.953,3.261
0.491,0.457,2.424,0.943,3.192
0.694,0.430,2.245,1.030,3.161
0.537,0.417,2.313,0.957,3.066
0.519,0.462,2.332,0.894,3.232
0.514,0.442,2.420,0.981,3.124
0.491,0.452,2.341,1.013,3.042
0.510,0.439,2.478,1.013,3.169
0.492,0.445,2.367,0.922,3.274
0.493,0.452,2.303,0.915,3.235
0.605,0.431,2.350,0.996,3.006
0.477,0.450,2.429,0.937,3.100
0.594,0.435,2.297,0.984,3.277
0.563,0.450,2.295,0.964,3.276
0.685,0.449,2.140,0.946,3.102
0.527,0.449,2.256,0.894,3.310
0.537,0.459,2.349,0.927,3.223
0.563,0.439,2.293,0.925,3.191
0.492,0.425,2.307,0.953,3.131
0.537,0.460,2.348,0.923,3.274
0.498,0.451,2.387,0.950,3.174
0.492,0.447,2.537,1.026,3.213
0.546,0.452,2.311,0.917,3.148
0.658,0.458,2.355,0.904,3.308
0.571,0.446,2.336,0.988,3.221
0.506,0.453,2.356,1.007,3.050
0.588,0.445,2.289,0.950,3.042
0.543,0.448,2.363,0.952,3.156
0.476,0.426,2.374,0.968,3.129
0.548,0.455,2.498,0.983,3.270
0.505,0.479,2.440,0.929,3.305
0.618,0.430,2.246,0.895,3.136
0.601,0.464,2.367,0.940,3.330
0.629,0.449,2.115,0.908,3.163
0.587,0.432,2.262,0.956,3.215
0.506,0.471,2.457,0.962,3.148
0.542,0.475,2.302,0.879,3.415
0.483,0.472,2.413,0.923,3.183
0.660,0.450,2.093,0.969,3.114
0.523,0.458,2.373,0.976,3.197
0.584,0.466,2.286,0.967,3.147
0.530,0.434,2.506,0.990,3.015
0.620,0.452,2.301,0.959,3.319
0.513,0.465,2.387,0.942,3.238
0.554,0.455,2.310,0.954,3.255
0.522,0.461,2.537,0.983,3.167
0.537,0.472,2.358,0.938,3.330
0.551,0.431,2.379,0.900,2.949
0.714,0.447,2.180,0.927,3.218
0.467,0.462,2.389,0.914,3.250
0.498,0.428,2.331,0.945,3.154
0.470,0.464,2.394,0.934,3.006
0.499,0.468,2.417,0.943,3.260
0.506,0.428,2.377,0.960,3.101
0.569,0.438,2.335,0.973,3.207
0.566,0.437,2.221,0.977,3.051
0.484,0.450,2.487,0.968,3.053
0.624,0.442,2.349,0.959,3.199
0.563,0.461,2.287,0.987,3.091
0.525,0.459,2.476,0.944,3.253
0.464,0.447,2.468,1.006,3.114
0.507,0.458,2.561,0.978,3.232
0.534,0.451,2.414,0.909,3.114
0.552,0.449,2.264,0.960,3.329
0.497,0.452,2.426,0.918,3.255
0.523,0.468,2.392,0.899,3.247
0.621,0.441,2.256,0.882,3.092
0.622,0.442,2.204,0.913,3.224
0.489,0.461,2.355,0.997,3.137
0.529,0.452,2.203,0.900,3.143
0.484,0.447,2.178,0.888,3.054
0.477,0.460,2.419,0.942,3.259
0.513,0.447,2.380,0.948,3.167
0.546,0.457,2.409,0.894,3.309
0.490,0.450,2.365,0.940,3.150
0.543,0.442,2.364,0.985,3.264
0.580,0.446,2.375,1.002,3.085
0.536,0.446,2.378,0.936,2.943
0.511,0.448,2.398,0.947,3.252
0.509,0.435,2.332,0.892,3.033
0.546,0.443,2.245,0.923,3.166
0.596,0.428,2.378,0.973,3.204
0.540,0.440,2.238,0.887,3.247
0.516,0.474,2.274,0.946,3.251
0.611,0.451,2.336,0.928,3.233
0.476,0.456,2.462,0.903,3.255
0.488,0.454,2.315,0.936,3.022
