SHAPE_1,SHAPE_2,SHAPE_5,SHAPE_7,SHAPE_8
0.502,0.460,1.304,1.533,0.984
0.629,0.441,1.290,1.359,1.060
0.562,0.472,1.308,1.503,1.023
0.599,0.463,1.311,1.397,1.054
0.552,0.457,1.432,1.459,1.070
0.504,0.467,1.281,1.595,1.094
0.499,0.454,1.256,1.680,1.044
0.636,0.470,1.251,1.339,0.918
0.497,0.474,1.251,1.567,0.943
0.486,0.473,1.222,1.550,0.994
0.474,0.477,1.306,1.577,0.942
0.539,0.448,1.317,1.426,1.070
0.520,0.493,1.314,1.524,0.996
0.593,0.457,1.301,1.432,1.014
0.672,0.479,1.350,1.323,0.984
0.503,0.464,1.382,1.566,1.078
0.507,0.475,1.197,1.511,1.025
0.540,0.474,1.316,1.411,1.009
0.564,0.463,1.108,1.585,1.012
0.576,0.461,1.245,1.412,1.009
0.586,0.465,1.255,1.456,1.038
0.527,0.466,1.332,1.552,1.058
0.685,0.467,1.319,1.343,1.055
0.587,0.475,1.353,1.577,1.018
0.516,0.445,1.312,1.571,1.008
0.575,0.451,1.272,1.349,1.067
0.821,0.492,1.439,1.360,0.967
0.610,0.467,1.242,1.353,1.038
0.593,0.465,1.186,1.434,1.029
0.620,0.443,1.335,1.245,0.988
0.501,0.467,1.213,1.563,0.993
0.637,0.417,1.336,1.307,1.004
0.530,0.456,1.271,1.581,1.021
0.549,0.476,1.306,1.504,1.039
0.700,0.454,1.248,1.391,1.076
0.599,0.466,1.189,1.278,1.079
0.577,0.492,1.318,1.556,0.920
0.570,0.488,1.275,1.550,1.002
0.562,0.443,1.337,1.430,1.066
0.496,0.475,1.315,1.613,1.004
0.597,0.467,1.239,1.488,1.132
0.432,0.442,1.330,1.694,0.978
0.509,0.467,1.164,1.550,1.023
0.583,0.462,1.294,1.452,1.001
0.718,0.471,1.497,1.414,0.963
0.545,0.468,1.320,1.486,1.078
0.519,0.474,1.380,1.550,0.928
0.561,0.458,1.208,1.491,0.985
0.640,0.458,1.216,1.325,0.949
0.509,0.456,1.344,1.479,0.972
0.564,0.465,1.216,1.469,1.013
0.556,0.464,1.302,1.566,0.944
0.582,0.478,1.310,1.529,1.039
0.490,0.468,1.274,1.661,1.095
0.613,0.474,1.199,1.506,1.069
0.664,0.479,1.357,1.408,0.991
0.528,0.468,1.309,1.652,0.909
0.588,0.457,1.293,1.407,1.021
0.523,0.473,1.317,1.622,1.091
0.590,0.472,1.310,1.450,1.055
0.531,0.458,1.324,1.569,1.019
0.487,0.461,1.297,1.645,0.959
0.488,0.462,1.272,1.535,1.019
0.499,0.459,1.290,1.623,0.968
0.603,0.476,1.251,1.443,1.059
0.510,0.485,1.278,1.527,1.009
0.533,0.457,1.300,1.480,1.040
0.630,0.484,1.262,1.359,1.024
0.461,0.508,1.175,1.652,0.948
0.463,0.465,1.360,1.779,0.998
0.567,0.452,1.396,1.484,1.082
0.524,0.457,1.408,1.551,1.009
0.567,0.462,1.238,1.574,0.993
0.511,0.465,1.366,1.525,1.056
0.549,0.446,1.266,1.567,1.013
0.609,0.447,1.427,1.339,1.065
0.501,0.463,1.411,1.615,1.025
0.504,0.463,1.257,1.617,0.882
0.529,0.455,1.275,1.626,0.999
0.600,0.467,1.396,1.386,1.052
0.541,0.472,1.272,1.623,0.947
0.633,0.465,1.296,1.447,1.023
0.536,0.468,1.257,1.613,1.027
0.521,0.466,1.283,1.610,1.052
0.513,0.482,1.315,1.597,0.999
0.563,0.483,1.262,1.450,1.005
0.492,0.456,1.311,1.601,1.032
0.533,0.477,1.220,1.456,1.013
0.655,0.454,1.278,1.412,1.073
0.465,0.481,1.299,1.734,0.981
0.549,0.468,1.538,1.449,1.011
0.551,0.477,1.283,1.429,0.994
0.498,0.489,1.269,1.591,0.943
0.518,0.464,1.446,1.485,1.035
0.547,0.470,1.313,1.499,1.029
0.579,0.470,1.284,1.419,1.001
0.489,0.478,1.309,1.555,1.009
0.491,0.455,1.287,1.619,1.094
0.497,0.472,1.413,1.663,1.016
0.573,0.468,1.317,1.476,1.064
0.513,0.468,1.260,1.547,0.953
0.540,0.471,1.251,1.383,1.008
0.774,0.495,1.245,1.147,1.035
0.576,0.449,1.327,1.371,0.966
0.568,0.463,1.367,1.488,1.016
0.605,0.461,1.304,1.447,1.057
0.592,0.471,1.401,1.429,1.053
0.768,0.492,1.356,1.261,0.989
0.500,0.477,1.234,1.622,0.959
0.506,0.490,1.226,1.597,0.965
0.561,0.469,1.353,1.562,1.016
0.539,0.464,1.344,1.485,1.041
0.704,0.456,1.418,1.481,0.952
0.595,0.457,1.174,1.511,0.939
0.478,0.447,1.350,1.584,0.986
0.515,0.446,1.431,1.529,1.027
0.555,0.465,1.337,1.607,1.024
0.564,0.461,1.374,1.389,1.040
0.589,0.460,1.370,1.534,1.020
0.622,0.447,1.244,1.311,1.064
0.517,0.483,1.177,1.555,0.997
0.604,0.452,1.419,1.468,0.954
0.512,0.456,1.298,1.468,0.949
0.596,0.477,1.234,1.517,1.055
0.607,0.461,1.298,1.356,1.101
0.551,0.476,1.310,1.494,0.979
0.886,0.463,1.242,1.247,0.912
0.648,0.482,1.355,1.366,0.982
0.638,0.456,1.331,1.361,1.103
0.663,0.468,1.498,1.427,0.987
0.580,0.472,1.254,1.406,1.044
0.533,0.469,1.320,1.635,1.065
0.504,0.466,1.393,1.570,0.997
0.546,0.475,1.388,1.401,0.985
0.539,0.470,1.290,1.445,0.961
0.611,0.487,1.344,1.414,1.041
0.534,0.448,1.312,1.402,1.038
0.529,0.458,1.299,1.468,0.922
0.522,0.464,1.222,1.446,0.930
0.559,0.478,1.370,1.394,1.072
0.520,0.453,1.283,1.534,1.026
0.497,0.473,1.380,1.587,1.061
0.596,0.454,1.414,1.351,1.060
0.570,0.479,1.316,1.561,1.122
0.568,0.456,1.252,1.492,1.126
0.676,0.465,1.317,1.404,1.098
0.661,0.465,1.269,1.311,1.027
0.654,0.450,1.361,1.316,1.081
0.646,0.470,1.469,1.337,1.066
0.508,0.463,1.247,1.527,1.034
0.545,0.456,1.341,1.518,1.068
0.592,0.458,1.281,1.429,1.013
0.594,0.474,1.409,1.529,1.011
0.482,0.450,1.428,1.604,0.920
0.545,0.460,1.378,1.694,1.038
0.649,0.464,1.240,1.356,1.012
0.561,0.454,1.399,1.443,1.061
0.573,0.458,1.324,1.412,1.102
0.520,0.449,1.280,1.408,1.080
0.669,0.474,1.375,1.432,1.020
0.543,0.457,1.410,1.545,1.072
0.529,0.456,1.335,1.626,1.043
0.563,0.458,1.287,1.427,1.077
0.566,0.478,1.512,1.506,1.055
0.599,0.454,1.378,1.495,0.995
0.592,0.473,1.326,1.559,1.062
0.552,0.441,1.250,1.430,1.039
0.678,0.471,1.386,1.264,1.098
0.623,0.485,1.361,1.299,1.062
0.587,0.486,1.344,1.406,1.117
0.498,0.484,1.283,1.696,1.051
0.500,0.460,1.267,1.502,0.996
0.571,0.460,1.320,1.508,1.002
0.536,0.463,1.321,1.515,1.059
0.585,0.491,1.315,1.391,0.992
0.564,0.466,1.318,1.528,0.994
0.635,0.477,1.416,1.309,1.126
0.587,0.447,1.263,1.438,1.133
0.614,0.478,1.460,1.413,1.056
0.516,0.463,1.283,1.508,1.021
0.506,0.450,1.311,1.477,1.049
0.688,0.479,1.314,1.227,1.143
0.592,0.464,1.307,1.523,1.052
0.635,0.477,1.464,1.517,1.056
0.539,0.458,1.400,1.524,1.016
0.572,0.458,1.266,1.482,1.098
0.477,0.465,1.288,1.641,1.018
0.594,0.465,1.297,1.369,1.166
0.568,0.461,1.395,1.455,1.005
0.573,0.464,1.408,1.462,1.027
0.574,0.465,1.273,1.552,0.998
0.540,0.472,1.269,1.580,0.976
0.482,0.470,1.293,1.563,1.059
0.645,0.481,1.321,1.339,1.022
0.539,0.476,1.337,1.382,1.038
0.570,0.466,1.258,1.558,1.081
0.504,0.461,1.372,1.543,0.963
0.623,0.465,1.514,1.405,1.080
0.694,0.478,1.283,1.404,1.011
0.574,0.465,1.402,1.449,0.987
0.589,0.485,1.260,1.533,0.993
0.499,0.485,1.289,1.672,0.957
0.545,0.473,1.299,1.538,1.013
0.556,0.480,1.422,1.399,1.064
0.552,0.476,1.239,1.596,0.972
0.563,0.469,1.292,1.528,0.980
0.506,0.454,1.271,1.597,1.051
0.501,0.453,1.302,1.695,0.996
0.517,0.458,1.295,1.501,1.051
0.532,0.447,1.524,1.543,1.019
0.474,0.456,1.325,1.519,1.031
0.513,0.468,1.230,1.612,1.044
0.700,0.473,1.368,1.226,1.189
0.602,0.469,1.336,1.481,1.005
0.534,0.489,1.384,1.577,1.035
0.545,0.467,1.607,1.522,1.127
0.578,0.460,1.311,1.484,1.050
0.576,0.469,1.271,1.457,1.048
0.564,0.451,1.296,1.356,1.086
0.613,0.470,1.314,1.321,1.026
0.514,0.457,1.398,1.542,1.041
0.538,0.500,1.320,1.483,0.983
0.574,0.490,1.258,1.533,1.017
0.588,0.463,1.511,1.461,1.001
0.613,0.487,1.432,1.475,1.088
0.458,0.479,1.249,1.551,0.941
0.569,0.465,1.489,1.401,0.985
0.496,0.468,1.362,1.524,1.094
0.623,0.457,1.434,1.271,1.120
0.598,0.465,1.324,1.469,0.986
0.511,0.467,1.446,1.534,0.981
0.545,0.456,1.513,1.435,0.990
0.585,0.485,1.330,1.385,1.020
0.621,0.466,1.292,1.326,1.077
0.500,0.471,1.203,1.543,1.024
0.577,0.489,1.230,1.452,1.033
0.685,0.477,1.426,1.393,1.000
0.560,0.470,1.270,1.553,1.019
0.584,0.474,1.312,1.521,1.126
0.503,0.481,1.286,1.687,0.951
0.694,0.488,1.322,1.375,0.951
0.567,0.487,1.287,1.463,1.020
0.491,0.478,1.265,1.502,0.956
0.572,0.491,1.320,1.377,1.003
0.559,0.470,1.092,1.503,0.991
0.548,0.500,1.304,1.458,0.975
0.670,0.479,1.315,1.436,1.091
0.643,0.476,1.303,1.492,1.061
0.515,0.494,1.208,1.501,1.010
0.465,0.461,1.248,1.660,0.911
0.492,0.477,1.255,1.702,1.027
0.527,0.473,1.215,1.566,1.026
0.467,0.498,1.203,1.555,0.959
0.480,0.493,1.211,1.668,0.948
0.545,0.469,1.316,1.640,0.969
0.546,0.508,1.134,1.522,1.006
0.481,0.473,1.369,1.467,0.918
0.490,0.481,1.297,1.724,1.015
0.436,0.471,1.353,1.722,0.868
0.575,0.474,1.334,1.496,0.971
0.479,0.489,1.216,1.693,1.070
0.528,0.467,1.438,1.549,0.992
0.483,0.440,1.282,1.518,1.056
0.596,0.493,1.263,1.435,1.041
0.589,0.461,1.281,1.499,0.973
0.489,0.480,1.307,1.662,0.973
0.572,0.473,1.290,1.505,1.147
0.454,0.471,1.289,1.673,0.965
0.523,0.462,1.293,1.493,0.992
0.511,0.469,1.334,1.566,1.040
0.631,0.462,1.354,1.508,1.008
0.473,0.468,1.289,1.590,0.977
0.867,0.477,1.410,1.163,1.014
0.574,0.483,1.199,1.536,0.946
0.445,0.476,1.329,1.667,0.927
0.554,0.478,1.276,1.482,1.095
0.538,0.491,1.230,1.476,1.007
0.711,0.473,1.208,1.380,0.988
0.537,0.472,1.321,1.463,1.013
0.536,0.494,1.232,1.557,1.005
0.549,0.466,1.331,1.439,1.077
0.531,0.492,1.141,1.556,0.993
0.566,0.478,1.313,1.341,1.008
0.562,0.493,1.367,1.444,0.966
0.521,0.487,1.257,1.603,1.014
0.475,0.486,1.245,1.682,0.988
0.529,0.479,1.188,1.467,0.981
0.576,0.483,1.306,1.479,1.017
0.727,0.497,1.179,1.286,0.983
0.614,0.475,1.392,1.396,1.097
0.547,0.484,1.211,1.556,0.933
0.532,0.482,1.205,1.586,0.964
0.626,0.477,1.168,1.468,0.942
0.581,0.467,1.159,1.498,1.015
0.584,0.465,1.261,1.567,1.066
0.548,0.467,1.225,1.435,1.019
0.581,0.467,1.322,1.350,0.998
0.578,0.494,1.256,1.503,1.041
0.509,0.478,1.377,1.631,0.979
0.566,0.490,1.276,1.412,1.027
0.552,0.487,1.210,1.483,1.015
0.660,0.457,1.277,1.366,1.054
0.627,0.455,1.517,1.430,1.014
0.555,0.466,1.457,1.455,0.997
0.595,0.439,1.333,1.576,1.039
0.524,0.463,1.372,1.475,0.899
0.544,0.443,1.421,1.390,1.025
0.721,0.497,1.542,1.506,1.118
0.530,0.443,1.285,1.531,0.982
0.513,0.452,1.286,1.490,0.991
0.492,0.440,1.376,1.601,0.991
0.504,0.451,1.308,1.644,0.940
0.527,0.464,1.432,1.550,1.057
0.654,0.454,1.416,1.289,0.994
0.615,0.463,1.502,1.518,1.042
0.498,0.458,1.313,1.534,0.981
0.614,0.469,1.203,1.494,1.007
0.507,0.471,1.297,1.588,0.967
0.612,0.470,1.263,1.445,1.067
0.624,0.443,1.475,1.311,1.043
0.556,0.446,1.569,1.436,0.921
0.521,0.454,1.316,1.506,1.050
0.510,0.458,1.165,1.549,0.947
0.498,0.450,1.446,1.559,0.985
0.554,0.468,1.460,1.366,0.927
0.552,0.430,1.411,1.494,1.013
0.590,0.458,1.451,1.392,1.018
0.764,0.470,1.518,1.345,0.927
0.630,0.464,1.328,1.443,0.982
0.491,0.466,1.237,1.757,0.993
0.485,0.445,1.418,1.591,0.973
0.502,0.451,1.445,1.571,0.983
0.484,0.429,1.316,1.534,0.941
0.467,0.458,1.246,1.729,0.965
0.509,0.488,1.273,1.606,0.949
0.577,0.463,1.136,1.435,1.058
0.460,0.469,1.229,1.634,0.859
0.560,0.478,1.271,1.439,0.997
0.703,0.484,1.430,1.439,0.923
0.561,0.467,1.398,1.474,0.960
0.628,0.476,1.307,1.371,1.069
0.464,0.451,1.233,1.646,0.945
0.623,0.465,1.293,1.496,1.015
0.512,0.467,1.207,1.685,0.989
0.637,0.448,1.362,1.251,1.001
0.543,0.479,1.163,1.486,0.973
0.531,0.467,1.343,1.492,0.983
0.515,0.465,1.391,1.540,0.922
0.547,0.465,1.231,1.536,0.999
0.606,0.478,1.234,1.455,0.968
0.599,0.454,1.194,1.412,1.093
0.441,0.463,1.350,1.632,0.894
0.594,0.483,1.353,1.381,1.060
0.574,0.484,1.479,1.415,1.035
0.501,0.466,1.204,1.537,1.074
0.506,0.483,1.222,1.604,1.065
0.578,0.467,1.308,1.411,0.961
0.505,0.467,1.449,1.377,1.021
0.606,0.464,1.369,1.402,1.060
0.484,0.462,1.253,1.575,1.002
0.493,0.476,1.296,1.532,0.931
0.478,0.448,1.369,1.586,0.935
0.483,0.476,1.235,1.654,0.929
0.588,0.488,1.296,1.446,1.014
0.505,0.470,1.230,1.607,0.999
0.782,0.458,1.446,1.288,0.960
0.598,0.476,1.407,1.526,1.030
0.705,0.489,1.299,1.419,0.978
0.607,0.463,1.290,1.336,0.934
0.489,0.464,1.372,1.596,0.931
0.656,0.450,1.372,1.305,0.944
0.624,0.462,1.410,1.286,1.008
0.692,0.485,1.268,1.228,0.978
0.633,0.471,1.223,1.231,0.929
0.469,0.463,1.332,1.522,1.018
0.551,0.467,1.502,1.515,1.041
0.587,0.483,1.413,1.404,1.035
0.645,0.435,1.531,1.277,0.999
0.782,0.473,1.329,1.202,1.186
0.533,0.453,1.328,1.648,1.036
0.530,0.456,1.435,1.336,1.061
0.583,0.448,1.358,1.465,1.070
0.505,0.460,1.294,1.501,1.015
0.534,0.450,1.348,1.541,1.002
0.534,0.462,1.458,1.616,0.942
0.533,0.487,1.268,1.592,1.013
0.495,0.458,1.197,1.510,1.028
0.513,0.473,1.175,1.612,0.995
0.506,0.453,1.524,1.492,1.033
0.609,0.482,1.202,1.331,1.004
0.614,0.462,1.274,1.488,1.033
0.523,0.450,1.233,1.418,1.012
0.617,0.452,1.584,1.402,1.029
0.627,0.485,1.197,1.490,1.016
0.534,0.452,1.387,1.437,1.023
0.531,0.483,1.336,1.489,0.987
0.477,0.478,1.387,1.652,0.951
0.569,0.471,1.362,1.447,1.009
0.520,0.457,1.544,1.418,1.041
0.547,0.452,1.456,1.325,1.055
0.464,0.483,1.182,1.700,0.959
0.525,0.464,1.463,1.398,0.987
0.498,0.476,1.298,1.601,0.965
0.456,0.449,1.421,1.528,0.934
0.536,0.455,1.232,1.464,1.044
0.563,0.467,1.282,1.540,0.977
0.618,0.501,1.390,1.515,0.880
0.478,0.467,1.246,1.607,0.951
0.528,0.473,1.270,1.534,1.059
0.521,0.466,1.265,1.492,0.968
0.493,0.458,1.400,1.607,1.012
0.569,0.457,1.438,1.459,1.111
0.510,0.487,1.244,1.495,1.083
0.587,0.462,1.297,1.442,0.997
0.582,0.459,1.275,1.499,1.117
0.550,0.474,1.396,1.443,0.947
0.540,0.466,1.325,1.570,1.105
0.505,0.455,1.307,1.492,1.032
0.518,0.483,1.483,1.473,1.087
0.530,0.486,1.344,1.467,1.044
0.566,0.479,1.305,1.396,1.019
0.573,0.463,1.351,1.454,1.012
0.499,0.449,1.251,1.647,1.003
0.495,0.457,1.305,1.507,1.062
0.599,0.451,1.384,1.494,0.977
0.591,0.456,1.438,1.532,0.966
0.580,0.455,1.393,1.430,1.161
0.563,0.461,1.250,1.529,1.006
0.542,0.471,1.331,1.538,1.003
0.550,0.461,1.254,1.508,0.969
0.582,0.461,1.345,1.488,1.040
0.627,0.475,1.374,1.341,1.021
0.506,0.465,1.218,1.564,1.057
0.510,0.463,1.261,1.624,1.059
0.588,0.465,1.356,1.405,1.047
0.572,0.456,1.394,1.458,1.052
0.541,0.473,1.213,1.523,0.980
0.474,0.466,1.296,1.675,0.983
0.538,0.460,1.385,1.515,1.045
0.484,0.457,1.375,1.494,1.037
0.534,0.446,1.442,1.653,0.984
0.533,0.467,1.290,1.529,0.965
0.499,0.479,1.356,1.644,0.974
0.477,0.453,1.245,1.518,0.999
0.501,0.483,1.361,1.576,0.949
0.628,0.438,1.412,1.427,1.107
0.616,0.469,1.318,1.411,1.053
0.488,0.464,1.381,1.580,1.016
0.476,0.454,1.371,1.610,0.930
0.594,0.469,1.305,1.403,1.042
0.485,0.464,1.312,1.607,0.995
0.530,0.478,1.421,1.545,1.055
0.486,0.464,1.378,1.615,1.017
0.622,0.467,1.368,1.400,1.005
0.565,0.458,1.365,1.440,1.060
0.475,0.474,1.274,1.567,0.973
0.544,0.466,1.421,1.456,0.997
0.602,0.468,1.332,1.396,0.989
0.466,0.452,1.364,1.634,0.988
0.480,0.461,1.290,1.571,0.920
0.503,0.452,1.274,1.542,1.083
0.558,0.468,1.395,1.451,1.018
0.562,0.474,1.329,1.497,1.014
0.497,0.474,1.330,1.602,0.983
0.561,0.454,1.317,1.435,1.003
0.524,0.472,1.364,1.449,1.063
0.443,0.446,1.415,1.564,0.986
0.461,0.482,1.289,1.702,0.986
0.523,0.464,1.343,1.515,1.036
0.529,0.482,1.290,1.574,0.975
0.681,0.461,1.516,1.330,1.036
0.588,0.491,1.263,1.485,1.028
0.478,0.455,1.384,1.533,0.988
0.522,0.483,1.256,1.531,1.031
0.555,0.458,1.374,1.542,1.056
0.498,0.467,1.285,1.656,0.985
0.466,0.440,1.304,1.647,1.008
0.514,0.480,1.381,1.553,1.058
0.505,0.453,1.310,1.537,0.976
0.541,0.470,1.255,1.495,1.011
0.486,0.465,1.354,1.632,1.052
0.531,0.491,1.311,1.555,1.029
0.497,0.474,1.260,1.599,0.941
0.477,0.453,1.361,1.734,0.999
0.471,0.453,1.299,1.520,1.049
0.536,0.454,1.284,1.533,1.012
0.487,0.463,1.268,1.560,0.913
0.454,0.464,1.429,1.524,1.002
0.512,0.458,1.351,1.486,1.005
0.492,0.476,1.332,1.591,1.004
0.522,0.455,1.365,1.628,0.989
0.559,0.472,1.290,1.450,1.131
0.488,0.461,1.271,1.659,0.937
0.607,0.454,1.323,1.471,0.977
0.535,0.479,1.326,1.560,0.992
0.428,0.451,1.313,1.766,1.025
0.532,0.452,1.338,1.567,1.052
0.537,0.470,1.310,1.475,1.022
0.471,0.464,1.314,1.536,0.971
0.574,0.452,1.282,1.426,1.031
0.530,0.478,1.363,1.576,1.106
0.510,0.467,1.343,1.507,0.983
0.452,0.444,1.426,1.577,0.999
0.487,0.446,1.297,1.670,1.047
0.499,0.458,1.315,1.428,1.008
0.485,0.460,1.376,1.610,0.999
0.705,0.471,1.269,1.280,0.974
0.475,0.469,1.301,1.524,0.962
0.509,0.484,1.245,1.565,0.970
0.563,0.458,1.393,1.536,1.108
0.546,0.472,1.356,1.517,1.105
0.485,0.462,1.313,1.498,1.027
0.462,0.485,1.285,1.747,1.032
0.525,0.454,1.416,1.465,1.037
0.476,0.466,1.279,1.592,1.025
0.494,0.472,1.313,1.594,0.943
0.511,0.472,1.365,1.631,1.022
0.480,0.474,1.347,1.658,1.020
0.495,0.471,1.452,1.652,1.045
0.564,0.459,1.308,1.542,1.007
0.515,0.488,1.282,1.601,0.949
0.511,0.467,1.266,1.498,1.037
0.531,0.462,1.282,1.481,1.008
0.509,0.453,1.239,1.544,1.038
0.590,0.471,1.311,1.554,1.069
0.570,0.475,1.384,1.522,0.929
0.580,0.478,1.382,1.524,1.081
0.516,0.475,1.336,1.510,1.018
0.598,0.470,1.268,1.409,1.060
0.502,0.458,1.337,1.614,0.940
0.509,0.444,1.370,1.507,1.088
0.504,0.500,1.439,1.525,0.938
0.605,0.482,1.362,1.490,0.982
0.573,0.461,1.260,1.556,1.106
0.499,0.474,1.452,1.556,1.095
0.633,0.459,1.189,1.481,1.167
0.548,0.467,1.387,1.524,0.996
0.650,0.467,1.254,1.553,1.089
0.517,0.459,1.422,1.496,0.991
0.491,0.463,1.226,1.563,1.051
0.510,0.460,1.393,1.521,1.035
0.494,0.458,1.278,1.555,1.025
0.633,0.478,1.432,1.432,1.038
0.551,0.462,1.340,1.557,1.085
0.567,0.475,1.227,1.463,1.110
0.553,0.469,1.311,1.439,0.959
0.502,0.478,1.297,1.554,1.033
0.519,0.434,1.446,1.553,1.038
0.513,0.469,1.239,1.550,1.034
0.467,0.465,1.262,1.563,1.043
0.471,0.446,1.356,1.527,0.948
0.562,0.456,1.333,1.624,0.951
0.469,0.469,1.323,1.654,0.996
0.540,0.481,1.381,1.535,0.992
0.528,0.463,1.344,1.460,1.038
0.492,0.494,1.332,1.547,1.008
0.602,0.460,1.378,1.418,1.134
0.539,0.478,1.297,1.556,1.040
0.525,0.446,1.378,1.458,1.024
0.540,0.459,1.364,1.489,1.041
0.449,0.454,1.299,1.734,1.086
0.500,0.466,1.316,1.549,1.000
0.461,0.443,1.309,1.724,1.035
0.582,0.459,1.294,1.579,0.998
0.507,0.432,1.375,1.599,1.154
0.470,0.473,1.381,1.587,0.981
0.456,0.465,1.411,1.649,1.069
0.465,0.468,1.276,1.667,1.002
0.504,0.429,1.374,1.484,1.123
0.470,0.456,1.301,1.641,1.023
0.461,0.461,1.243,1.605,0.960
0.552,0.454,1.374,1.544,0.917
0.545,0.455,1.337,1.399,1.067
0.578,0.454,1.291,1.470,0.964
0.575,0.486,1.301,1.561,1.032
0.489,0.458,1.384,1.629,1.022
0.514,0.463,1.376,1.464,1.003
0.522,0.473,1.312,1.517,1.001
0.607,0.475,1.317,1.477,0.955
0.451,0.466,1.334,1.579,0.981
0.459,0.471,1.255,1.569,0.940
0.494,0.488,1.353,1.606,0.988
0.607,0.464,1.234,1.444,1.073
0.508,0.474,1.339,1.466,0.995
0.492,0.432,1.330,1.447,1.051
0.490,0.468,1.345,1.554,1.083
0.439,0.451,1.258,1.664,0.949
0.501,0.473,1.361,1.630,1.037
0.607,0.465,1.430,1.537,1.119
0.496,0.448,1.383,1.472,1.089
0.460,0.452,1.247,1.605,0.968
0.536,0.460,1.379,1.486,1.103
0.523,0.436,1.312,1.536,1.041
0.487,0.450,1.386,1.570,1.026
0.534,0.477,1.338,1.566,1.046
0.506,0.476,1.381,1.573,1.014
0.482,0.493,1.337,1.798,0.966
0.439,0.464,1.263,1.648,0.969
0.473,0.486,1.322,1.644,0.982
0.441,0.452,1.389,1.653,0.969
0.455,0.469,1.264,1.678,1.000
0.476,0.461,1.405,1.640,1.057
0.481,0.478,1.515,1.574,1.044
0.536,0.473,1.274,1.574,1.052
0.514,0.471,1.333,1.537,1.079
0.500,0.467,1.311,1.580,1.031
0.493,0.463,1.294,1.650,1.011
0.471,0.463,1.358,1.653,1.051
0.515,0.456,1.399,1.530,1.009
0.466,0.476,1.300,1.583,0.970
0.468,0.470,1.326,1.584,0.969
0.468,0.473,1.393,1.649,1.001
0.536,0.473,1.388,1.473,0.994
0.583,0.469,1.330,1.508,1.095
0.466,0.480,1.425,1.691,0.997
0.699,0.480,1.329,1.358,1.037
0.500,0.462,1.317,1.625,1.016
0.491,0.457,1.434,1.671,0.984
0.534,0.481,1.324,1.553,0.991
0.490,0.470,1.352,1.620,0.994
0.468,0.460,1.311,1.692,1.070
0.486,0.448,1.498,1.546,0.968
0.509,0.464,1.474,1.573,0.997
0.444,0.467,1.341,1.633,0.997
0.505,0.451,1.348,1.510,1.009
0.520,0.435,1.375,1.568,1.049
0.511,0.460,1.346,1.411,1.031
0.616,0.444,1.386,1.459,1.102
0.600,0.471,1.360,1.521,1.074
0.572,0.451,1.338,1.483,1.082
0.612,0.479,1.264,1.322,1.010
0.487,0.459,1.349,1.604,0.956
0.587,0.455,1.394,1.464,1.086
0.581,0.483,1.252,1.441,1.090
0.472,0.477,1.406,1.620,0.933
0.573,0.470,1.188,1.303,1.113
0.612,0.474,1.228,1.334,1.082
0.489,0.462,1.344,1.527,1.066
0.607,0.481,1.236,1.418,1.038
0.512,0.465,1.238,1.459,0.984
0.489,0.457,1.166,1.575,0.962
0.560,0.482,1.326,1.503,1.015
0.536,0.470,1.227,1.434,1.046
0.496,0.486,1.331,1.515,0.954
0.530,0.465,1.348,1.566,1.010
0.522,0.465,1.352,1.506,1.125
0.538,0.471,1.283,1.491,0.959
0.523,0.467,1.358,1.501,1.053
0.545,0.472,1.403,1.499,1.123
0.595,0.468,1.312,1.427,1.061
0.579,0.469,1.228,1.451,1.008
0.557,0.465,1.339,1.464,0.980
0.576,0.458,1.277,1.538,0.962
0.474,0.464,1.234,1.625,1.069
0.530,0.456,1.363,1.545,1.016
0.542,0.472,1.299,1.453,1.108
0.565,0.475,1.362,1.448,1.098
0.467,0.461,1.268,1.661,1.084
0.580,0.465,1.341,1.396,1.009
0.498,0.487,1.314,1.627,0.948
0.525,0.452,1.373,1.535,1.015
0.527,0.477,1.402,1.497,1.042
0.560,0.479,1.266,1.396,1.029
0.542,0.449,1.319,1.451,1.025
0.602,0.455,1.249,1.414,1.099
0.585,0.471,1.297,1.386,1.104
0.644,0.489,1.301,1.366,1.118
0.529,0.453,1.338,1.534,1.156
0.510,0.459,1.319,1.565,1.061
0.575,0.459,1.424,1.466,0.972
0.530,0.458,1.124,1.475,1.056
0.528,0.460,1.316,1.442,1.067
0.582,0.455,1.404,1.445,1.076
0.537,0.455,1.327,1.428,1.132
0.531,0.446,1.233,1.490,1.038
0.502,0.466,1.151,1.619,0.901
0.467,0.455,1.233,1.458,1.027
0.544,0.466,1.424,1.482,1.011
0.545,0.461,1.311,1.551,1.072
0.470,0.466,1.338,1.534,1.055
0.535,0.481,1.388,1.402,1.007
0.527,0.465,1.391,1.512,1.012
0.494,0.460,1.266,1.441,1.066
0.525,0.456,1.352,1.504,1.095
0.479,0.456,1.339,1.580,1.020
0.521,0.461,1.423,1.606,1.043
0.500,0.468,1.388,1.601,1.080
0.527,0.501,1.328,1.539,1.036
0.517,0.463,1.348,1.589,1.032
0.544,0.477,1.278,1.479,1.033
0.581,0.450,1.276,1.388,1.025
0.772,0.463,1.542,1.195,0.895
0.576,0.464,1.269,1.465,1.089
0.538,0.480,1.235,1.521,0.977
0.483,0.459,1.308,1.576,0.993
0.452,0.463,1.270,1.594,0.964
0.566,0.441,1.439,1.470,1.031
0.567,0.449,1.310,1.533,0.973
