SHAPE_1,SHAPE_3,SHAPE_4,SHAPE_8,SHAPE_9
0.502,2.178,1.380,0.984,3.189
0.629,2.163,1.246,1.060,3.001
0.562,2.156,1.398,1.023,3.238
0.599,2.110,1.266,1.054,3.080
0.552,2.190,1.390,1.070,3.039
0.504,2.243,1.466,1.094,3.223
0.499,2.237,1.389,1.044,3.212
0.636,2.133,1.196,0.918,3.295
0.497,2.220,1.364,0.943,3.319
0.486,2.378,1.421,0.994,3.201
0.474,2.367,1.424,0.942,3.253
0.539,2.171,1.417,1.070,3.258
0.520,2.244,1.406,0.996,3.368
0.593,1.959,1.265,1.014,3.141
0.672,2.006,1.215,0.984,3.201
0.503,2.441,1.412,1.078,3.217
0.507,2.324,1.332,1.025,3.184
0.540,2.209,1.298,1.009,3.221
0.564,2.089,1.324,1.012,3.248
0.576,2.117,1.314,1.009,3.198
0.586,2.100,1.413,1.038,3.181
0.527,2.298,1.508,1.058,3.265
0.685,1.965,1.340,1.055,3.056
0.587,2.115,1.252,1.018,3.231
0.516,2.117,1.398,1.008,3.284
0.575,2.076,1.361,1.067,3.120
0.821,1.875,1.070,0.967,3.273
0.610,2.068,1.305,1.038,3.246
0.593,1.951,1.319,1.029,3.326
0.620,2.001,1.205,0.988,3.155
0.501,2.072,1.361,0.993,3.238
0.637,2.111,1.125,1.004,2.954
0.530,2.154,1.313,1.021,3.231
0.549,2.232,1.362,1.039,3.179
0.700,2.026,1.319,1.076,3.145
0.599,2.006,1.336,1.079,3.099
0.577,2.094,1.302,0.920,3.300
0.570,2.112,1.301,1.002,3.219
0.562,2.027,1.336,1.066,3.035
0.496,2.249,1.447,1.004,3.327
0.597,2.144,1.410,1.132,3.278
0.432,2.374,1.474,0.978,3.097
0.509,2.220,1.458,1.023,3.184
0.583,1.973,1.373,1.001,3.268
0.718,2.021,1.136,0.963,3.111
0.545,2.120,1.331,1.078,3.410
0.519,2.150,1.389,0.928,3.340
0.561,2.097,1.362,0.985,3.295
0.640,1.903,1.189,0.949,3.139
0.509,2.153,1.251,0.972,3.128
0.564,2.099,1.298,1.013,3.296
0.556,2.091,1.271,0.944,3.219
0.582,2.140,1.306,1.039,3.133
0.490,2.366,1.484,1.095,3.244
0.613,2.025,1.347,1.069,3.130
0.664,2.046,1.246,0.991,3.246
0.528,2.128,1.267,0.909,3.260
0.588,1.935,1.242,1.021,3.264
0.523,2.144,1.393,1.091,3.120
0.590,2.039,1.195,1.055,3.284
0.531,2.135,1.339,1.019,3.282
0.487,2.153,1.304,0.959,3.113
0.488,2.173,1.414,1.019,3.286
0.499,2.139,1.390,0.968,3.079
0.603,2.031,1.391,1.059,3.246
0.510,2.246,1.383,1.009,3.268
0.533,2.175,1.305,1.040,3.131
0.630,2.006,1.281,1.024,3.210
0.461,2.274,1.342,0.948,3.443
0.463,2.231,1.422,0.998,3.252
0.567,2.047,1.367,1.082,3.280
0.524,2.032,1.333,1.009,3.308
0.567,2.176,1.296,0.993,3.197
0.511,2.325,1.338,1.056,3.276
0.549,2.106,1.370,1.013,3.141
0.609,2.067,1.297,1.065,3.173
0.501,2.205,1.412,1.025,3.208
0.504,2.074,1.257,0.882,3.248
0.529,2.064,1.446,0.999,3.097
0.600,2.117,1.270,1.052,3.244
0.541,2.153,1.309,0.947,3.281
0.633,1.932,1.171,1.023,3.178
0.536,2.098,1.261,1.027,3.288
0.521,2.065,1.314,1.052,3.245
0.513,2.259,1.320,0.999,3.285
0.563,2.095,1.227,1.005,3.277
0.492,2.271,1.481,1.032,3.112
0.533,2.204,1.332,1.013,3.256
0.655,1.982,1.119,1.073,3.105
0.465,2.361,1.322,0.981,3.362
0.549,2.302,1.356,1.011,3.333
0.551,2.084,1.297,0.994,3.253
0.498,2.169,1.427,0.943,3.356
0.518,2.270,1.350,1.035,3.260
0.547,2.196,1.386,1.029,3.295
0.579,2.112,1.150,1.001,3.246
0.489,2.173,1.396,1.009,3.340
0.491,2.222,1.343,1.094,3.272
0.497,2.316,1.350,1.016,3.252
0.573,1.955,1.317,1.064,3.285
0.513,2.089,1.239,0.953,3.231
0.540,2.049,1.276,1.008,3.333
0.774,1.892,1.155,1.035,3.106
0.576,1.985,1.162,0.966,3.131
0.568,2.116,1.241,1.016,3.076
0.605,2.078,1.197,1.057,3.215
0.592,1.877,1.407,1.053,3.259
0.768,1.976,1.161,0.989,3.288
0.500,2.184,1.319,0.959,3.149
0.506,2.219,1.348,0.965,3.337
0.561,2.049,1.368,1.016,3.290
0.539,2.123,1.303,1.041,3.336
0.704,2.071,1.150,0.952,3.165
0.595,1.982,1.219,0.939,3.161
0.478,2.034,1.315,0.986,3.046
0.515,2.126,1.389,1.027,3.184
0.555,2.027,1.313,1.024,3.403
0.564,2.098,1.241,1.040,3.219
0.589,2.200,1.289,1.020,3.424
0.622,2.086,1.254,1.064,2.981
0.517,2.066,1.411,0.997,3.320
0.604,2.090,1.285,0.954,3.171
0.512,2.293,1.254,0.949,3.122
0.596,2.134,1.259,1.055,3.363
0.607,2.074,1.318,1.101,3.278
0.551,2.156,1.272,0.979,3.286
0.886,1.978,0.966,0.912,3.040
0.648,1.953,1.205,0.982,3.357
0.638,2.174,1.353,1.103,3.248
0.663,1.976,1.161,0.987,3.272
0.580,2.031,1.291,1.044,3.395
0.533,2.107,1.382,1.065,3.172
0.504,2.156,1.272,0.997,3.243
0.546,2.010,1.330,0.985,3.300
0.539,2.208,1.222,0.961,3.221
0.611,2.054,1.232,1.041,3.440
0.534,2.067,1.367,1.038,3.152
0.529,1.962,1.239,0.922,3.342
0.522,2.042,1.153,0.930,3.230
0.559,2.231,1.369,1.072,3.398
0.520,2.110,1.375,1.026,3.221
0.497,2.374,1.352,1.061,3.173
0.596,2.042,1.339,1.060,3.074
0.570,2.167,1.355,1.122,3.342
0.568,2.060,1.302,1.126,3.172
0.676,1.892,1.223,1.098,3.085
0.661,1.889,1.283,1.027,3.207
0.654,1.995,1.289,1.081,3.100
0.646,1.903,1.258,1.066,3.222
0.508,2.194,1.385,1.034,3.298
0.545,2.169,1.257,1.068,3.343
0.592,1.948,1.199,1.013,3.225
0.594,1.995,1.275,1.011,3.320
0.482,2.132,1.328,0.920,3.298
0.545,2.159,1.286,1.038,3.207
0.649,1.868,1.274,1.012,3.259
0.561,2.113,1.366,1.061,3.135
0.573,2.184,1.320,1.102,3.373
0.520,2.235,1.406,1.080,3.158
0.669,1.967,1.174,1.020,3.262
0.543,2.066,1.408,1.072,3.228
0.529,2.208,1.373,1.043,3.359
0.563,2.220,1.206,1.077,3.231
0.566,1.963,1.163,1.055,3.309
0.599,2.025,1.326,0.995,3.291
0.592,2.032,1.333,1.062,3.337
0.552,2.054,1.301,1.039,3.150
0.678,1.943,1.208,1.098,3.384
0.623,1.896,1.269,1.062,3.300
0.587,2.049,1.325,1.117,3.246
0.498,2.312,1.366,1.051,3.195
0.500,2.181,1.231,0.996,3.206
0.571,2.013,1.207,1.002,3.338
0.536,2.162,1.368,1.059,3.190
0.585,2.017,1.268,0.992,3.320
0.564,2.049,1.309,0.994,3.226
0.635,2.037,1.391,1.126,3.225
0.587,2.052,1.330,1.133,3.081
0.614,2.083,1.220,1.056,3.302
0.516,2.198,1.287,1.021,3.262
0.506,2.282,1.330,1.049,3.224
0.688,1.908,1.305,1.143,3.283
0.592,2.072,1.361,1.052,3.167
0.635,2.008,1.239,1.056,3.225
0.539,2.141,1.281,1.016,3.295
0.572,2.071,1.402,1.098,3.150
0.477,2.234,1.443,1.018,3.222
0.594,2.013,1.278,1.166,3.200
0.568,2.058,1.304,1.005,3.256
0.573,2.014,1.328,1.027,3.446
0.574,1.897,1.263,0.998,3.154
0.540,2.157,1.276,0.976,3.311
0.482,2.278,1.420,1.059,3.207
0.645,2.001,1.117,1.022,3.366
0.539,2.048,1.272,1.038,3.231
0.570,2.071,1.200,1.081,3.224
0.504,2.176,1.380,0.963,3.217
0.623,1.970,1.322,1.080,3.180
0.694,1.960,1.211,1.011,3.239
0.574,2.032,1.264,0.987,3.238
0.589,1.982,1.261,0.993,3.191
0.499,2.112,1.407,0.957,3.306
0.545,2.068,1.375,1.013,3.364
0.556,2.265,1.379,1.064,3.476
0.552,1.985,1.316,0.972,3.234
0.563,2.076,1.305,0.980,3.225
0.506,2.168,1.442,1.051,3.204
0.501,2.236,1.306,0.996,3.188
0.517,2.048,1.281,1.051,3.274
0.532,2.169,1.464,1.019,3.247
0.474,2.136,1.341,1.031,3.256
0.513,2.113,1.518,1.044,3.429
0.700,1.990,1.278,1.189,3.265
0.602,2.029,1.264,1.005,3.214
0.534,2.232,1.325,1.035,3.372
0.545,2.363,1.459,1.127,3.219
0.578,2.055,1.230,1.050,3.232
0.576,2.164,1.381,1.048,3.239
0.564,2.062,1.408,1.086,3.151
0.613,1.978,1.239,1.026,3.277
0.514,2.202,1.349,1.041,3.145
0.538,2.166,1.348,0.983,3.466
0.574,2.025,1.396,1.017,3.242
0.588,1.985,1.400,1.001,3.133
0.613,2.281,1.381,1.088,3.367
0.458,2.314,1.417,0.941,3.403
0.569,2.169,1.305,0.985,3.223
0.496,2.364,1.500,1.094,3.200
0.623,2.023,1.391,1.120,3.181
0.598,1.901,1.187,0.986,3.124
0.511,2.297,1.309,0.981,3.453
0.545,2.203,1.330,0.990,3.269
0.585,2.078,1.279,1.020,3.305
0.621,1.958,1.266,1.077,3.310
0.500,2.169,1.378,1.024,3.300
0.577,2.044,1.240,1.033,3.348
0.685,1.981,1.095,1.000,3.439
0.560,2.014,1.323,1.019,3.283
0.584,2.072,1.382,1.126,3.364
0.503,2.275,1.417,0.951,3.356
0.694,1.983,1.177,0.951,3.206
0.567,2.129,1.354,1.020,3.270
0.491,2.220,1.389,0.956,3.293
0.572,2.159,1.415,1.003,3.363
0.559,2.123,1.307,0.991,3.291
0.548,2.188,1.171,0.975,3.451
0.670,2.107,1.275,1.091,3.123
0.643,1.988,1.330,1.061,3.231
0.515,2.242,1.501,1.010,3.388
0.465,2.234,1.358,0.911,3.324
0.492,2.245,1.511,1.027,3.301
0.527,2.151,1.462,1.026,3.206
0.467,2.262,1.490,0.959,3.220
0.480,2.208,1.447,0.948,3.538
0.545,1.976,1.359,0.969,3.215
0.546,2.047,1.453,1.006,3.279
0.481,2.162,1.409,0.918,3.230
0.490,2.135,1.468,1.015,3.400
0.436,2.220,1.452,0.868,3.179
0.575,2.107,1.345,0.971,3.200
0.479,2.423,1.486,1.070,3.314
0.528,2.250,1.359,0.992,3.419
0.483,2.023,1.402,1.056,3.128
0.596,1.985,1.358,1.041,3.402
0.589,2.054,1.185,0.973,3.271
0.489,2.188,1.319,0.973,3.298
0.572,2.199,1.462,1.147,3.287
0.454,2.215,1.603,0.965,3.255
0.523,2.189,1.544,0.992,3.317
0.511,2.152,1.189,1.040,3.184
0.631,1.990,1.207,1.008,3.274
0.473,2.288,1.312,0.977,3.156
0.867,1.791,1.083,1.014,3.305
0.574,2.045,1.350,0.946,3.338
0.445,2.253,1.251,0.927,3.257
0.554,2.126,1.435,1.095,3.207
0.538,2.158,1.334,1.007,3.325
0.711,1.939,1.215,0.988,3.343
0.537,2.184,1.558,1.013,3.313
0.536,2.167,1.314,1.005,3.273
0.549,2.154,1.431,1.077,3.136
0.531,2.098,1.346,0.993,3.402
0.566,2.071,1.356,1.008,3.232
0.562,2.084,1.399,0.966,3.392
0.521,2.171,1.345,1.014,3.243
0.475,2.210,1.424,0.988,3.271
0.529,2.178,1.313,0.981,3.209
0.576,2.100,1.287,1.017,3.161
0.727,1.864,1.213,0.983,3.296
0.614,2.116,1.323,1.097,3.186
0.547,2.033,1.286,0.933,3.368
0.532,2.166,1.367,0.964,3.243
0.626,2.002,1.374,0.942,3.313
0.581,2.069,1.406,1.015,3.257
0.584,2.150,1.292,1.066,3.205
0.548,2.168,1.380,1.019,3.241
0.581,2.087,1.257,0.998,3.323
0.578,2.230,1.259,1.041,3.288
0.509,2.146,1.365,0.979,3.360
0.566,2.057,1.364,1.027,3.365
0.552,2.067,1.342,1.015,3.386
0.660,2.054,1.222,1.054,3.170
0.627,2.067,1.263,1.014,3.170
0.555,2.234,1.422,0.997,3.068
0.595,1.969,1.419,1.039,3.166
0.524,2.240,1.289,0.899,3.112
0.544,2.067,1.391,1.025,3.098
0.721,1.919,1.179,1.118,3.394
0.530,2.251,1.311,0.982,3.025
0.513,2.212,1.352,0.991,3.332
0.492,2.328,1.453,0.991,3.194
0.504,2.175,1.426,0.940,3.184
0.527,2.221,1.516,1.057,3.184
0.654,1.986,1.253,0.994,3.101
0.615,1.877,1.353,1.042,3.021
0.498,2.173,1.496,0.981,3.239
0.614,2.038,1.326,1.007,3.450
0.507,2.106,1.360,0.967,3.337
0.612,1.898,1.527,1.067,3.120
0.624,1.951,1.368,1.043,3.149
0.556,2.157,1.323,0.921,3.060
0.521,2.169,1.398,1.050,3.216
0.510,2.135,1.397,0.947,3.341
0.498,2.258,1.474,0.985,3.067
0.554,2.141,1.385,0.927,3.310
0.552,2.142,1.493,1.013,3.076
0.590,2.036,1.264,1.018,3.233
0.764,2.002,1.144,0.927,3.281
0.630,2.058,1.361,0.982,3.223
0.491,2.242,1.492,0.993,3.145
0.485,2.421,1.429,0.973,3.230
0.502,2.098,1.435,0.983,3.119
0.484,2.230,1.417,0.941,2.981
0.467,2.267,1.484,0.965,3.223
0.509,2.290,1.446,0.949,3.587
0.577,2.132,1.320,1.058,3.247
0.460,2.377,1.353,0.859,3.239
0.560,2.118,1.332,0.997,3.383
0.703,2.045,1.114,0.923,3.209
0.561,2.160,1.331,0.960,3.393
0.628,1.883,1.334,1.069,3.352
0.464,2.207,1.318,0.945,3.187
0.623,2.065,1.344,1.015,3.378
0.512,2.252,1.404,0.989,3.294
0.637,2.017,1.341,1.001,3.177
0.543,2.110,1.323,0.973,3.279
0.531,2.107,1.449,0.983,3.330
0.515,2.086,1.387,0.922,3.112
0.547,2.145,1.448,0.999,3.268
0.606,2.060,1.286,0.968,3.448
0.599,2.142,1.409,1.093,3.263
0.441,2.253,1.404,0.894,3.322
0.594,2.044,1.406,1.060,3.446
0.574,1.971,1.435,1.035,3.179
0.501,2.259,1.393,1.074,3.366
0.506,2.313,1.505,1.065,3.301
0.578,2.172,1.253,0.961,3.408
0.505,2.299,1.506,1.021,3.234
0.606,1.982,1.378,1.060,3.202
0.484,2.229,1.480,1.002,3.159
0.493,2.084,1.398,0.931,3.404
0.478,2.270,1.418,0.935,3.245
0.483,2.247,1.389,0.929,3.423
0.588,2.110,1.292,1.014,3.370
0.505,2.141,1.367,0.999,3.284
0.782,1.945,1.158,0.960,3.203
0.598,1.987,1.362,1.030,3.395
0.705,1.882,1.214,0.978,3.363
0.607,2.056,1.289,0.934,3.218
0.489,2.259,1.412,0.931,3.266
0.656,1.967,1.179,0.944,3.209
0.624,1.999,1.380,1.008,3.153
0.692,1.903,1.196,0.978,3.308
0.633,1.873,1.195,0.929,3.356
0.469,2.298,1.466,1.018,3.214
0.551,2.194,1.483,1.041,3.298
0.587,2.036,1.366,1.035,3.335
0.645,1.977,1.212,0.999,3.089
0.782,1.894,1.296,1.186,3.080
0.533,2.212,1.347,1.036,3.109
0.530,2.170,1.557,1.061,3.056
0.583,2.052,1.437,1.070,3.177
0.505,2.087,1.395,1.015,3.260
0.534,2.229,1.366,1.002,3.381
0.534,2.221,1.268,0.942,3.274
0.533,2.250,1.446,1.013,3.457
0.495,2.136,1.498,1.028,3.268
0.513,2.197,1.458,0.995,3.307
0.506,2.326,1.482,1.033,3.244
0.609,2.033,1.344,1.004,3.426
0.614,1.952,1.370,1.033,3.196
0.523,2.145,1.482,1.012,3.151
0.617,2.024,1.311,1.029,3.070
0.627,2.029,1.328,1.016,3.364
0.534,2.164,1.495,1.023,3.160
0.531,2.209,1.411,0.987,3.363
0.477,2.184,1.552,0.951,3.307
0.569,2.092,1.468,1.009,3.195
0.520,2.365,1.431,1.041,3.036
0.547,2.165,1.433,1.055,3.146
0.464,2.499,1.362,0.959,3.195
0.525,2.097,1.317,0.987,3.196
0.498,2.241,1.474,0.965,3.238
0.456,2.329,1.537,0.934,2.993
0.536,2.186,1.304,1.044,3.320
0.563,2.163,1.196,0.977,3.193
0.618,1.928,1.287,0.880,3.336
0.478,2.265,1.399,0.951,3.229
0.528,2.142,1.301,1.059,3.269
0.521,2.132,1.285,0.968,3.202
0.493,2.175,1.303,1.012,3.271
0.569,1.997,1.307,1.111,3.149
0.510,2.311,1.423,1.083,3.422
0.587,2.055,1.408,0.997,3.129
0.582,2.170,1.412,1.117,3.042
0.550,1.990,1.268,0.947,3.281
0.540,2.229,1.420,1.105,3.241
0.505,2.161,1.457,1.032,3.286
0.518,2.289,1.241,1.087,3.301
0.530,2.185,1.350,1.044,3.304
0.566,2.182,1.298,1.019,3.214
0.573,2.118,1.263,1.012,3.118
0.499,2.173,1.394,1.003,3.172
0.495,2.281,1.395,1.062,3.218
0.599,1.941,1.193,0.977,3.175
0.591,2.091,1.235,0.966,3.373
0.580,2.038,1.510,1.161,3.237
0.563,2.190,1.358,1.006,3.319
0.542,2.170,1.342,1.003,3.371
0.550,2.065,1.270,0.969,3.094
0.582,2.056,1.251,1.040,3.249
0.627,2.020,1.310,1.021,3.237
0.506,2.323,1.564,1.057,3.206
0.510,2.236,1.374,1.059,3.175
0.588,2.197,1.367,1.047,3.212
0.572,2.144,1.321,1.052,3.303
0.541,2.212,1.380,0.980,3.153
0.474,2.151,1.370,0.983,3.344
0.538,2.134,1.401,1.045,3.237
0.484,2.230,1.469,1.037,3.198
0.534,2.079,1.314,0.984,3.297
0.533,2.101,1.314,0.965,3.149
0.499,2.172,1.304,0.974,3.271
0.477,2.238,1.391,0.999,3.147
0.501,2.103,1.261,0.949,3.411
0.628,2.127,1.328,1.107,3.100
0.616,2.042,1.358,1.053,3.215
0.488,2.253,1.383,1.016,3.186
0.476,2.055,1.410,0.930,3.151
0.594,2.135,1.284,1.042,3.189
0.485,2.251,1.343,0.995,3.111
0.530,2.030,1.321,1.055,3.314
0.486,2.294,1.376,1.017,3.233
0.622,1.906,1.237,1.005,3.248
0.565,2.038,1.451,1.060,3.199
0.475,2.198,1.387,0.973,3.357
0.544,2.200,1.364,0.997,3.105
0.602,2.061,1.305,0.989,3.227
0.466,2.163,1.381,0.988,3.181
0.480,2.262,1.397,0.920,3.304
0.503,2.237,1.556,1.083,3.271
0.558,2.100,1.234,1.018,3.214
0.562,2.139,1.356,1.014,3.438
0.497,2.233,1.471,0.983,3.268
0.561,2.038,1.345,1.003,3.257
0.524,2.114,1.489,1.063,3.192
0.443,2.318,1.411,0.986,3.241
0.461,2.264,1.361,0.986,3.207
0.523,2.238,1.417,1.036,3.249
0.529,2.083,1.375,0.975,3.305
0.681,2.039,1.293,1.036,3.301
0.588,2.004,1.254,1.028,3.154
0.478,2.326,1.306,0.988,3.156
0.522,2.244,1.443,1.031,3.247
0.555,2.041,1.348,1.056,3.339
0.498,2.208,1.338,0.985,3.306
0.466,2.197,1.409,1.008,3.139
0.514,2.288,1.294,1.058,3.242
0.505,2.124,1.308,0.976,3.232
0.541,2.209,1.381,1.011,3.298
0.486,2.354,1.415,1.052,3.219
0.531,2.135,1.362,1.029,3.409
0.497,2.186,1.327,0.941,3.311
0.477,2.066,1.269,0.999,3.141
0.471,2.182,1.424,1.049,3.260
0.536,2.227,1.422,1.012,3.149
0.487,2.234,1.317,0.913,3.131
0.454,2.241,1.406,1.002,3.187
0.512,2.153,1.495,1.005,3.185
0.492,2.259,1.328,1.004,3.205
0.522,2.131,1.289,0.989,3.139
0.559,2.046,1.449,1.131,3.207
0.488,2.224,1.406,0.937,3.237
0.607,2.018,1.156,0.977,3.312
0.535,2.036,1.478,0.992,3.186
0.428,2.394,1.419,1.025,3.037
0.532,2.254,1.531,1.052,3.208
0.537,2.207,1.383,1.022,3.161
0.471,2.139,1.466,0.971,3.371
0.574,2.139,1.385,1.031,3.210
0.530,2.176,1.476,1.106,3.477
0.510,2.110,1.489,0.983,3.259
0.452,2.261,1.480,0.999,3.047
0.487,2.225,1.453,1.047,3.250
0.499,2.075,1.356,1.008,3.445
0.485,2.363,1.430,0.999,3.201
0.705,1.919,1.302,0.974,3.326
0.475,2.283,1.371,0.962,3.153
0.509,2.128,1.313,0.970,3.149
0.563,1.993,1.503,1.108,3.142
0.546,2.129,1.456,1.105,3.195
0.485,2.151,1.239,1.027,3.227
0.462,2.255,1.386,1.032,3.386
0.525,2.212,1.397,1.037,3.187
0.476,2.223,1.402,1.025,3.214
0.494,2.162,1.352,0.943,3.334
0.511,2.300,1.407,1.022,3.188
0.480,2.240,1.422,1.020,3.191
0.495,2.217,1.515,1.045,3.162
0.564,2.065,1.302,1.007,3.237
0.515,2.149,1.349,0.949,3.267
0.511,2.109,1.341,1.037,3.153
0.531,2.095,1.417,1.008,3.153
0.509,2.254,1.402,1.038,3.052
0.590,2.102,1.381,1.069,3.276
0.570,2.010,1.256,0.929,3.291
0.580,2.166,1.487,1.081,3.258
0.516,2.191,1.422,1.018,3.271
0.598,1.982,1.430,1.060,3.204
0.502,2.235,1.278,0.940,3.293
0.509,2.199,1.374,1.088,3.111
0.504,2.150,1.283,0.938,3.349
0.605,1.986,1.245,0.982,3.206
0.573,2.049,1.359,1.106,3.195
0.499,2.262,1.436,1.095,3.343
0.633,2.037,1.410,1.167,3.192
0.548,2.073,1.309,0.996,3.236
0.650,1.767,1.387,1.089,3.013
0.517,2.089,1.372,0.991,3.399
0.491,2.324,1.368,1.051,3.269
0.510,2.056,1.444,1.035,3.240
0.494,2.253,1.507,1.025,3.239
0.633,2.027,1.289,1.038,3.178
0.551,2.149,1.348,1.085,3.147
0.567,2.044,1.562,1.110,3.215
0.553,2.137,1.288,0.959,3.235
0.502,2.132,1.478,1.033,3.148
0.519,2.110,1.370,1.038,3.210
0.513,2.151,1.421,1.034,3.251
0.467,2.289,1.449,1.043,3.206
0.471,2.286,1.378,0.948,3.150
0.562,2.136,1.363,0.951,3.276
0.469,2.248,1.381,0.996,3.290
0.540,2.120,1.341,0.992,3.382
0.528,2.186,1.377,1.038,3.105
0.492,2.216,1.375,1.008,3.304
0.602,2.013,1.403,1.134,3.150
0.539,2.185,1.345,1.040,3.332
0.525,2.141,1.394,1.024,3.223
0.540,2.227,1.469,1.041,3.214
0.449,2.318,1.484,1.086,3.161
0.500,2.190,1.374,1.000,3.240
0.461,2.229,1.430,1.035,3.160
0.582,2.018,1.313,0.998,3.302
0.507,2.240,1.555,1.154,3.171
0.470,2.306,1.373,0.981,3.251
0.456,2.266,1.551,1.069,3.219
0.465,2.302,1.400,1.002,3.315
0.504,2.245,1.490,1.123,3.029
0.470,2.219,1.450,1.023,3.188
0.461,2.118,1.419,0.960,3.214
0.552,2.086,1.281,0.917,3.247
0.545,2.048,1.486,1.067,3.100
0.578,2.023,1.291,0.964,3.056
0.575,1.919,1.279,1.032,3.142
0.489,2.175,1.373,1.022,3.149
0.514,2.178,1.288,1.003,3.161
0.522,2.100,1.354,1.001,3.377
0.607,2.023,1.267,0.955,3.323
0.451,2.275,1.468,0.981,3.148
0.459,2.242,1.307,0.940,3.262
0.494,2.141,1.190,0.988,3.214
0.607,2.055,1.411,1.073,3.194
0.508,2.171,1.431,0.995,3.201
0.492,2.195,1.405,1.051,3.155
0.490,2.287,1.499,1.083,3.252
0.439,2.296,1.366,0.949,3.166
0.501,2.322,1.470,1.037,3.352
0.607,2.001,1.339,1.119,3.124
0.496,2.321,1.388,1.089,3.186
0.460,2.250,1.266,0.968,3.119
0.536,2.207,1.460,1.103,3.298
0.523,2.041,1.451,1.041,3.130
0.487,2.117,1.365,1.026,3.252
0.534,2.085,1.319,1.046,3.466
0.506,2.224,1.478,1.014,3.188
0.482,2.199,1.231,0.966,3.205
0.439,2.247,1.425,0.969,3.478
0.473,2.210,1.509,0.982,3.271
0.441,2.257,1.488,0.969,3.062
0.455,2.270,1.359,1.000,3.316
0.476,2.368,1.463,1.057,3.140
0.481,2.240,1.474,1.044,3.331
0.536,2.150,1.401,1.052,3.347
0.514,2.346,1.483,1.079,3.310
0.500,2.172,1.398,1.031,3.262
0.493,2.328,1.284,1.011,3.256
0.471,2.200,1.365,1.051,3.089
0.515,2.173,1.380,1.009,3.220
0.466,2.241,1.574,0.970,3.294
0.468,2.316,1.433,0.969,3.218
0.468,2.281,1.407,1.001,3.235
0.536,2.122,1.245,0.994,3.267
0.583,2.145,1.496,1.095,3.179
0.466,2.244,1.197,0.997,3.331
0.699,1.889,1.297,1.037,3.283
0.500,2.152,1.349,1.016,3.297
0.491,2.142,1.574,0.984,3.314
0.534,2.293,1.335,0.991,3.365
0.490,2.236,1.299,0.994,3.293
0.468,2.291,1.601,1.070,3.253
0.486,2.090,1.330,0.968,3.082
0.509,2.206,1.400,0.997,3.226
0.444,2.318,1.485,0.997,3.153
0.505,2.224,1.477,1.009,3.149
0.520,1.995,1.462,1.049,3.190
0.511,2.129,1.399,1.031,3.270
0.616,1.869,1.369,1.102,2.943
0.600,1.948,1.400,1.074,3.340
0.572,2.106,1.446,1.082,3.037
0.612,1.993,1.274,1.010,3.281
0.487,2.178,1.347,0.956,3.179
0.587,2.026,1.352,1.086,3.099
0.581,2.138,1.330,1.090,3.166
0.472,2.224,1.407,0.933,3.317
0.573,2.222,1.528,1.113,3.335
0.612,2.126,1.368,1.082,3.081
0.489,2.176,1.362,1.066,3.119
0.607,1.901,1.226,1.038,3.275
0.512,2.189,1.241,0.984,3.341
0.489,2.149,1.358,0.962,3.206
0.560,2.044,1.273,1.015,3.230
0.536,2.093,1.447,1.046,3.188
0.496,2.142,1.463,0.954,3.478
0.530,2.045,1.478,1.010,3.260
0.522,2.258,1.418,1.125,3.152
0.538,2.069,1.356,0.959,3.267
0.523,2.220,1.361,1.053,3.168
0.545,2.161,1.485,1.123,3.204
0.595,1.979,1.234,1.061,3.156
0.579,1.974,1.341,1.008,3.127
0.557,2.049,1.346,0.980,3.136
0.576,2.065,1.288,0.962,3.174
0.474,2.220,1.384,1.069,3.143
0.530,2.075,1.336,1.016,3.342
0.542,2.155,1.468,1.108,3.316
0.565,2.224,1.459,1.098,3.288
0.467,2.227,1.422,1.084,3.109
0.580,2.044,1.337,1.009,3.185
0.498,2.193,1.450,0.948,3.391
0.525,2.107,1.380,1.015,3.178
0.527,2.180,1.362,1.042,3.322
0.560,2.126,1.371,1.029,3.314
0.542,2.047,1.385,1.025,3.203
0.602,2.032,1.377,1.099,3.162
0.585,2.118,1.450,1.104,3.162
0.644,2.143,1.480,1.118,3.355
0.529,2.241,1.483,1.156,3.084
0.510,2.258,1.370,1.061,3.265
0.575,2.142,1.283,0.972,3.309
0.530,2.065,1.452,1.056,3.086
0.528,2.347,1.387,1.067,3.230
0.582,2.003,1.491,1.076,3.072
0.537,2.122,1.478,1.132,3.215
0.531,2.056,1.485,1.038,3.063
0.502,2.104,1.396,0.901,3.117
0.467,2.257,1.491,1.027,3.152
0.544,2.105,1.345,1.011,3.168
0.545,2.232,1.407,1.072,3.251
0.470,2.370,1.492,1.055,3.162
0.535,2.120,1.390,1.007,3.162
0.527,2.190,1.288,1.012,3.124
0.494,2.181,1.410,1.066,3.181
0.525,2.164,1.397,1.095,3.048
0.479,2.285,1.430,1.020,3.298
0.521,2.248,1.476,1.043,3.225
0.500,2.291,1.481,1.080,3.162
0.527,2.220,1.270,1.036,3.317
0.517,2.138,1.298,1.032,3.288
0.544,2.247,1.353,1.033,3.210
0.581,2.076,1.279,1.025,3.237
0.772,2.004,0.972,0.895,3.305
0.576,2.166,1.357,1.089,3.148
0.538,2.144,1.370,0.977,3.250
0.483,2.145,1.439,0.993,3.168
0.452,2.261,1.414,0.964,3.338
0.566,1.998,1.286,1.031,3.230
0.567,2.087,1.295,0.973,3.166
