SIZE_0,SHAPE_1,SHAPE_3,SHAPE_4,SHAPE_9
213.3,0.502,2.178,1.380,3.189
220.9,0.629,2.163,1.246,3.001
198.4,0.562,2.156,1.398,3.238
219.8,0.599,2.110,1.266,3.080
211.3,0.552,2.190,1.390,3.039
188.9,0.504,2.243,1.466,3.223
196.8,0.499,2.237,1.389,3.212
214.1,0.636,2.133,1.196,3.295
197.2,0.497,2.220,1.364,3.319
202.7,0.486,2.378,1.421,3.201
193.7,0.474,2.367,1.424,3.253
223.6,0.539,2.171,1.417,3.258
184.2,0.520,2.244,1.406,3.368
201.2,0.593,1.959,1.265,3.141
228.5,0.672,2.006,1.215,3.201
210.2,0.503,2.441,1.412,3.217
191.3,0.507,2.324,1.332,3.184
201.4,0.540,2.209,1.298,3.221
191.5,0.564,2.089,1.324,3.248
200.3,0.576,2.117,1.314,3.198
203.5,0.586,2.100,1.413,3.181
205.2,0.527,2.298,1.508,3.265
219.4,0.685,1.965,1.340,3.056
207.5,0.587,2.115,1.252,3.231
195.4,0.516,2.117,1.398,3.284
210.9,0.575,2.076,1.361,3.120
221.8,0.821,1.875,1.070,3.273
216.6,0.610,2.068,1.305,3.246
221.2,0.593,1.951,1.319,3.326
226.1,0.620,2.001,1.205,3.155
202.5,0.501,2.072,1.361,3.238
210.9,0.637,2.111,1.125,2.954
209.1,0.530,2.154,1.313,3.231
204.4,0.549,2.232,1.362,3.179
205.9,0.700,2.026,1.319,3.145
196.8,0.599,2.006,1.336,3.099
200.5,0.577,2.094,1.302,3.300
197.4,0.570,2.112,1.301,3.219
202.5,0.562,2.027,1.336,3.035
202.6,0.496,2.249,1.447,3.327
210.9,0.597,2.144,1.410,3.278
206.2,0.432,2.374,1.474,3.097
198.8,0.509,2.220,1.458,3.184
223.0,0.583,1.973,1.373,3.268
239.1,0.718,2.021,1.136,3.111
198.5,0.545,2.120,1.331,3.410
195.3,0.519,2.150,1.389,3.340
203.3,0.561,2.097,1.362,3.295
214.9,0.640,1.903,1.189,3.139
214.3,0.509,2.153,1.251,3.128
204.7,0.564,2.099,1.298,3.296
203.9,0.556,2.091,1.271,3.219
207.1,0.582,2.140,1.306,3.133
202.2,0.490,2.366,1.484,3.244
195.4,0.613,2.025,1.347,3.130
214.3,0.664,2.046,1.246,3.246
197.6,0.528,2.128,1.267,3.260
202.5,0.588,1.935,1.242,3.264
202.2,0.523,2.144,1.393,3.120
205.6,0.590,2.039,1.195,3.284
201.2,0.531,2.135,1.339,3.282
210.2,0.487,2.153,1.304,3.113
207.9,0.488,2.173,1.414,3.286
209.1,0.499,2.139,1.390,3.079
209.1,0.603,2.031,1.391,3.246
211.1,0.510,2.246,1.383,3.268
210.2,0.533,2.175,1.305,3.131
212.2,0.630,2.006,1.281,3.210
205.8,0.461,2.274,1.342,3.443
194.4,0.463,2.231,1.422,3.252
211.8,0.567,2.047,1.367,3.280
202.4,0.524,2.032,1.333,3.308
197.4,0.567,2.176,1.296,3.197
203.1,0.511,2.325,1.338,3.276
198.5,0.549,2.106,1.370,3.141
209.6,0.609,2.067,1.297,3.173
197.4,0.501,2.205,1.412,3.208
200.3,0.504,2.074,1.257,3.248
197.9,0.529,2.064,1.446,3.097
211.0,0.600,2.117,1.270,3.244
198.3,0.541,2.153,1.309,3.281
210.9,0.633,1.932,1.171,3.178
184.8,0.536,2.098,1.261,3.288
200.3,0.521,2.065,1.314,3.245
203.3,0.513,2.259,1.320,3.285
206.2,0.563,2.095,1.227,3.277
198.8,0.492,2.271,1.481,3.112
192.3,0.533,2.204,1.332,3.256
216.7,0.655,1.982,1.119,3.105
197.7,0.465,2.361,1.322,3.362
206.0,0.549,2.302,1.356,3.333
214.9,0.551,2.084,1.297,3.253
174.5,0.498,2.169,1.427,3.356
203.5,0.518,2.270,1.350,3.260
200.7,0.547,2.196,1.386,3.295
210.2,0.579,2.112,1.150,3.246
199.6,0.489,2.173,1.396,3.340
206.8,0.491,2.222,1.343,3.272
202.6,0.497,2.316,1.350,3.252
226.4,0.573,1.955,1.317,3.285
211.5,0.513,2.089,1.239,3.231
211.7,0.540,2.049,1.276,3.333
232.8,0.774,1.892,1.155,3.106
226.8,0.576,1.985,1.162,3.131
200.8,0.568,2.116,1.241,3.076
213.9,0.605,2.078,1.197,3.215
211.4,0.592,1.877,1.407,3.259
234.4,0.768,1.976,1.161,3.288
203.2,0.500,2.184,1.319,3.149
198.0,0.506,2.219,1.348,3.337
202.5,0.561,2.049,1.368,3.290
202.3,0.539,2.123,1.303,3.336
239.3,0.704,2.071,1.150,3.165
192.4,0.595,1.982,1.219,3.161
205.7,0.478,2.034,1.315,3.046
207.1,0.515,2.126,1.389,3.184
204.7,0.555,2.027,1.313,3.403
216.7,0.564,2.098,1.241,3.219
200.7,0.589,2.200,1.289,3.424
201.7,0.622,2.086,1.254,2.981
203.0,0.517,2.066,1.411,3.320
213.1,0.604,2.090,1.285,3.171
211.4,0.512,2.293,1.254,3.122
204.4,0.596,2.134,1.259,3.363
207.6,0.607,2.074,1.318,3.278
204.8,0.551,2.156,1.272,3.286
237.3,0.886,1.978,0.966,3.040
222.9,0.648,1.953,1.205,3.357
218.6,0.638,2.174,1.353,3.248
214.7,0.663,1.976,1.161,3.272
205.3,0.580,2.031,1.291,3.395
198.8,0.533,2.107,1.382,3.172
212.3,0.504,2.156,1.272,3.243
191.3,0.546,2.010,1.330,3.300
208.5,0.539,2.208,1.222,3.221
199.4,0.611,2.054,1.232,3.440
207.4,0.534,2.067,1.367,3.152
230.3,0.529,1.962,1.239,3.342
226.3,0.522,2.042,1.153,3.230
201.6,0.559,2.231,1.369,3.398
203.2,0.520,2.110,1.375,3.221
209.1,0.497,2.374,1.352,3.173
218.1,0.596,2.042,1.339,3.074
199.3,0.570,2.167,1.355,3.342
210.2,0.568,2.060,1.302,3.172
216.3,0.676,1.892,1.223,3.085
211.7,0.661,1.889,1.283,3.207
217.6,0.654,1.995,1.289,3.100
223.2,0.646,1.903,1.258,3.222
197.9,0.508,2.194,1.385,3.298
217.0,0.545,2.169,1.257,3.343
202.8,0.592,1.948,1.199,3.225
195.3,0.594,1.995,1.275,3.320
222.6,0.482,2.132,1.328,3.298
196.6,0.545,2.159,1.286,3.207
235.1,0.649,1.868,1.274,3.259
203.8,0.561,2.113,1.366,3.135
208.8,0.573,2.184,1.320,3.373
210.4,0.520,2.235,1.406,3.158
232.8,0.669,1.967,1.174,3.262
196.9,0.543,2.066,1.408,3.228
205.3,0.529,2.208,1.373,3.359
198.3,0.563,2.220,1.206,3.231
209.7,0.566,1.963,1.163,3.309
191.8,0.599,2.025,1.326,3.291
194.7,0.592,2.032,1.333,3.337
215.4,0.552,2.054,1.301,3.150
232.9,0.678,1.943,1.208,3.384
207.5,0.623,1.896,1.269,3.300
204.7,0.587,2.049,1.325,3.246
178.8,0.498,2.312,1.366,3.195
214.4,0.500,2.181,1.231,3.206
213.4,0.571,2.013,1.207,3.338
197.6,0.536,2.162,1.368,3.190
207.4,0.585,2.017,1.268,3.320
210.3,0.564,2.049,1.309,3.226
222.8,0.635,2.037,1.391,3.225
206.8,0.587,2.052,1.330,3.081
209.9,0.614,2.083,1.220,3.302
211.9,0.516,2.198,1.287,3.262
218.5,0.506,2.282,1.330,3.224
222.1,0.688,1.908,1.305,3.283
200.6,0.592,2.072,1.361,3.167
216.8,0.635,2.008,1.239,3.225
220.7,0.539,2.141,1.281,3.295
205.0,0.572,2.071,1.402,3.150
203.8,0.477,2.234,1.443,3.222
207.6,0.594,2.013,1.278,3.200
211.7,0.568,2.058,1.304,3.256
211.0,0.573,2.014,1.328,3.446
209.8,0.574,1.897,1.263,3.154
196.8,0.540,2.157,1.276,3.311
190.5,0.482,2.278,1.420,3.207
220.2,0.645,2.001,1.117,3.366
205.9,0.539,2.048,1.272,3.231
205.8,0.570,2.071,1.200,3.224
202.1,0.504,2.176,1.380,3.217
208.1,0.623,1.970,1.322,3.180
206.9,0.694,1.960,1.211,3.239
214.1,0.574,2.032,1.264,3.238
202.3,0.589,1.982,1.261,3.191
188.8,0.499,2.112,1.407,3.306
206.7,0.545,2.068,1.375,3.364
196.3,0.556,2.265,1.379,3.476
208.4,0.552,1.985,1.316,3.234
199.9,0.563,2.076,1.305,3.225
210.6,0.506,2.168,1.442,3.204
190.6,0.501,2.236,1.306,3.188
206.9,0.517,2.048,1.281,3.274
203.0,0.532,2.169,1.464,3.247
220.1,0.474,2.136,1.341,3.256
196.0,0.513,2.113,1.518,3.429
220.1,0.700,1.990,1.278,3.265
214.4,0.602,2.029,1.264,3.214
212.9,0.534,2.232,1.325,3.372
192.2,0.545,2.363,1.459,3.219
222.4,0.578,2.055,1.230,3.232
204.7,0.576,2.164,1.381,3.239
208.6,0.564,2.062,1.408,3.151
211.5,0.613,1.978,1.239,3.277
225.1,0.514,2.202,1.349,3.145
192.7,0.538,2.166,1.348,3.466
197.0,0.574,2.025,1.396,3.242
215.7,0.588,1.985,1.400,3.133
191.2,0.613,2.281,1.381,3.367
201.0,0.458,2.314,1.417,3.403
214.9,0.569,2.169,1.305,3.223
198.5,0.496,2.364,1.500,3.200
225.3,0.623,2.023,1.391,3.181
203.7,0.598,1.901,1.187,3.124
222.0,0.511,2.297,1.309,3.453
212.1,0.545,2.203,1.330,3.269
218.5,0.585,2.078,1.279,3.305
221.1,0.621,1.958,1.266,3.310
199.2,0.500,2.169,1.378,3.300
215.7,0.577,2.044,1.240,3.348
215.3,0.685,1.981,1.095,3.439
219.2,0.560,2.014,1.323,3.283
197.1,0.584,2.072,1.382,3.364
182.5,0.503,2.275,1.417,3.356
201.4,0.694,1.983,1.177,3.206
195.9,0.567,2.129,1.354,3.270
209.2,0.491,2.220,1.389,3.293
199.6,0.572,2.159,1.415,3.363
191.5,0.559,2.123,1.307,3.291
201.3,0.548,2.188,1.171,3.451
204.3,0.670,2.107,1.275,3.123
201.7,0.643,1.988,1.330,3.231
188.5,0.515,2.242,1.501,3.388
203.0,0.465,2.234,1.358,3.324
195.2,0.492,2.245,1.511,3.301
190.8,0.527,2.151,1.462,3.206
197.7,0.467,2.262,1.490,3.220
190.7,0.480,2.208,1.447,3.538
198.4,0.545,1.976,1.359,3.215
199.9,0.546,2.047,1.453,3.279
195.2,0.481,2.162,1.409,3.230
191.9,0.490,2.135,1.468,3.400
192.0,0.436,2.220,1.452,3.179
202.0,0.575,2.107,1.345,3.200
181.6,0.479,2.423,1.486,3.314
196.2,0.528,2.250,1.359,3.419
227.5,0.483,2.023,1.402,3.128
195.1,0.596,1.985,1.358,3.402
190.3,0.589,2.054,1.185,3.271
211.6,0.489,2.188,1.319,3.298
210.0,0.572,2.199,1.462,3.287
190.8,0.454,2.215,1.603,3.255
199.6,0.523,2.189,1.544,3.317
198.2,0.511,2.152,1.189,3.184
207.3,0.631,1.990,1.207,3.274
204.3,0.473,2.288,1.312,3.156
236.2,0.867,1.791,1.083,3.305
195.8,0.574,2.045,1.350,3.338
200.5,0.445,2.253,1.251,3.257
195.4,0.554,2.126,1.435,3.207
198.2,0.538,2.158,1.334,3.325
208.4,0.711,1.939,1.215,3.343
187.7,0.537,2.184,1.558,3.313
193.9,0.536,2.167,1.314,3.273
201.1,0.549,2.154,1.431,3.136
189.6,0.531,2.098,1.346,3.402
192.8,0.566,2.071,1.356,3.232
196.6,0.562,2.084,1.399,3.392
198.6,0.521,2.171,1.345,3.243
197.3,0.475,2.210,1.424,3.271
193.5,0.529,2.178,1.313,3.209
199.3,0.576,2.100,1.287,3.161
210.8,0.727,1.864,1.213,3.296
197.9,0.614,2.116,1.323,3.186
189.7,0.547,2.033,1.286,3.368
201.2,0.532,2.166,1.367,3.243
194.4,0.626,2.002,1.374,3.313
188.1,0.581,2.069,1.406,3.257
186.0,0.584,2.150,1.292,3.205
198.3,0.548,2.168,1.380,3.241
213.3,0.581,2.087,1.257,3.323
191.6,0.578,2.230,1.259,3.288
188.4,0.509,2.146,1.365,3.360
208.1,0.566,2.057,1.364,3.365
192.0,0.552,2.067,1.342,3.386
229.2,0.660,2.054,1.222,3.170
217.0,0.627,2.067,1.263,3.170
204.3,0.555,2.234,1.422,3.068
192.6,0.595,1.969,1.419,3.166
196.9,0.524,2.240,1.289,3.112
210.0,0.544,2.067,1.391,3.098
225.8,0.721,1.919,1.179,3.394
203.8,0.530,2.251,1.311,3.025
207.8,0.513,2.212,1.352,3.332
200.1,0.492,2.328,1.453,3.194
201.7,0.504,2.175,1.426,3.184
198.3,0.527,2.221,1.516,3.184
216.7,0.654,1.986,1.253,3.101
204.9,0.615,1.877,1.353,3.021
201.2,0.498,2.173,1.496,3.239
207.7,0.614,2.038,1.326,3.450
187.0,0.507,2.106,1.360,3.337
205.9,0.612,1.898,1.527,3.120
214.3,0.624,1.951,1.368,3.149
219.4,0.556,2.157,1.323,3.060
206.8,0.521,2.169,1.398,3.216
201.2,0.510,2.135,1.397,3.341
194.6,0.498,2.258,1.474,3.067
215.6,0.554,2.141,1.385,3.310
198.6,0.552,2.142,1.493,3.076
195.1,0.590,2.036,1.264,3.233
244.3,0.764,2.002,1.144,3.281
204.4,0.630,2.058,1.361,3.223
184.5,0.491,2.242,1.492,3.145
196.8,0.485,2.421,1.429,3.230
201.3,0.502,2.098,1.435,3.119
199.9,0.484,2.230,1.417,2.981
187.3,0.467,2.267,1.484,3.223
198.4,0.509,2.290,1.446,3.587
216.8,0.577,2.132,1.320,3.247
209.9,0.460,2.377,1.353,3.239
212.9,0.560,2.118,1.332,3.383
246.0,0.703,2.045,1.114,3.209
209.3,0.561,2.160,1.331,3.393
224.6,0.628,1.883,1.334,3.352
210.5,0.464,2.207,1.318,3.187
202.7,0.623,2.065,1.344,3.378
192.4,0.512,2.252,1.404,3.294
225.7,0.637,2.017,1.341,3.177
202.7,0.543,2.110,1.323,3.279
206.4,0.531,2.107,1.449,3.330
213.7,0.515,2.086,1.387,3.112
195.9,0.547,2.145,1.448,3.268
201.9,0.606,2.060,1.286,3.448
209.4,0.599,2.142,1.409,3.263
216.6,0.441,2.253,1.404,3.322
206.7,0.594,2.044,1.406,3.446
211.2,0.574,1.971,1.435,3.179
203.6,0.501,2.259,1.393,3.366
191.8,0.506,2.313,1.505,3.301
195.8,0.578,2.172,1.253,3.408
211.5,0.505,2.299,1.506,3.234
207.3,0.606,1.982,1.378,3.202
198.7,0.484,2.229,1.480,3.159
214.8,0.493,2.084,1.398,3.404
227.6,0.478,2.270,1.418,3.245
196.4,0.483,2.247,1.389,3.423
205.5,0.588,2.110,1.292,3.370
204.7,0.505,2.141,1.367,3.284
229.4,0.782,1.945,1.158,3.203
208.2,0.598,1.987,1.362,3.395
220.2,0.705,1.882,1.214,3.363
215.4,0.607,2.056,1.289,3.218
193.0,0.489,2.259,1.412,3.266
227.4,0.656,1.967,1.179,3.209
213.0,0.624,1.999,1.380,3.153
215.7,0.692,1.903,1.196,3.308
222.7,0.633,1.873,1.195,3.356
210.4,0.469,2.298,1.466,3.214
213.1,0.551,2.194,1.483,3.298
210.0,0.587,2.036,1.366,3.335
214.8,0.645,1.977,1.212,3.089
209.1,0.782,1.894,1.296,3.080
193.0,0.533,2.212,1.347,3.109
221.8,0.530,2.170,1.557,3.056
207.0,0.583,2.052,1.437,3.177
225.1,0.505,2.087,1.395,3.260
202.4,0.534,2.229,1.366,3.381
206.3,0.534,2.221,1.268,3.274
187.0,0.533,2.250,1.446,3.457
216.8,0.495,2.136,1.498,3.268
197.3,0.513,2.197,1.458,3.307
198.6,0.506,2.326,1.482,3.244
207.3,0.609,2.033,1.344,3.426
215.2,0.614,1.952,1.370,3.196
199.7,0.523,2.145,1.482,3.151
215.2,0.617,2.024,1.311,3.070
193.3,0.627,2.029,1.328,3.364
195.2,0.534,2.164,1.495,3.160
204.1,0.531,2.209,1.411,3.363
201.6,0.477,2.184,1.552,3.307
197.5,0.569,2.092,1.468,3.195
228.0,0.520,2.365,1.431,3.036
223.5,0.547,2.165,1.433,3.146
187.1,0.464,2.499,1.362,3.195
213.7,0.525,2.097,1.317,3.196
192.3,0.498,2.241,1.474,3.238
205.4,0.456,2.329,1.537,2.993
211.6,0.536,2.186,1.304,3.320
196.8,0.563,2.163,1.196,3.193
213.0,0.618,1.928,1.287,3.336
199.4,0.478,2.265,1.399,3.229
197.0,0.528,2.142,1.301,3.269
199.0,0.521,2.132,1.285,3.202
198.5,0.493,2.175,1.303,3.271
201.6,0.569,1.997,1.307,3.149
194.7,0.510,2.311,1.423,3.422
194.1,0.587,2.055,1.408,3.129
197.3,0.582,2.170,1.412,3.042
206.7,0.550,1.990,1.268,3.281
189.3,0.540,2.229,1.420,3.241
208.6,0.505,2.161,1.457,3.286
201.7,0.518,2.289,1.241,3.301
204.3,0.530,2.185,1.350,3.304
210.8,0.566,2.182,1.298,3.214
194.1,0.573,2.118,1.263,3.118
201.9,0.499,2.173,1.394,3.172
190.6,0.495,2.281,1.395,3.218
213.6,0.599,1.941,1.193,3.175
203.0,0.591,2.091,1.235,3.373
200.1,0.580,2.038,1.510,3.237
191.3,0.563,2.190,1.358,3.319
201.6,0.542,2.170,1.342,3.371
196.5,0.550,2.065,1.270,3.094
218.0,0.582,2.056,1.251,3.249
194.0,0.627,2.020,1.310,3.237
192.3,0.506,2.323,1.564,3.206
192.1,0.510,2.236,1.374,3.175
205.4,0.588,2.197,1.367,3.212
203.6,0.572,2.144,1.321,3.303
188.6,0.541,2.212,1.380,3.153
183.0,0.474,2.151,1.370,3.344
185.0,0.538,2.134,1.401,3.237
201.0,0.484,2.230,1.469,3.198
197.0,0.534,2.079,1.314,3.297
199.1,0.533,2.101,1.314,3.149
193.9,0.499,2.172,1.304,3.271
204.8,0.477,2.238,1.391,3.147
191.5,0.501,2.103,1.261,3.411
206.9,0.628,2.127,1.328,3.100
204.4,0.616,2.042,1.358,3.215
196.2,0.488,2.253,1.383,3.186
200.3,0.476,2.055,1.410,3.151
196.2,0.594,2.135,1.284,3.189
186.4,0.485,2.251,1.343,3.111
214.9,0.530,2.030,1.321,3.314
186.4,0.486,2.294,1.376,3.233
205.3,0.622,1.906,1.237,3.248
201.3,0.565,2.038,1.451,3.199
198.6,0.475,2.198,1.387,3.357
203.3,0.544,2.200,1.364,3.105
202.1,0.602,2.061,1.305,3.227
202.0,0.466,2.163,1.381,3.181
197.9,0.480,2.262,1.397,3.304
193.5,0.503,2.237,1.556,3.271
206.1,0.558,2.100,1.234,3.214
203.1,0.562,2.139,1.356,3.438
186.7,0.497,2.233,1.471,3.268
206.5,0.561,2.038,1.345,3.257
194.3,0.524,2.114,1.489,3.192
203.2,0.443,2.318,1.411,3.241
194.6,0.461,2.264,1.361,3.207
194.1,0.523,2.238,1.417,3.249
190.0,0.529,2.083,1.375,3.305
217.8,0.681,2.039,1.293,3.301
195.9,0.588,2.004,1.254,3.154
211.7,0.478,2.326,1.306,3.156
191.0,0.522,2.244,1.443,3.247
193.7,0.555,2.041,1.348,3.339
186.5,0.498,2.208,1.338,3.306
193.0,0.466,2.197,1.409,3.139
197.7,0.514,2.288,1.294,3.242
194.7,0.505,2.124,1.308,3.232
188.5,0.541,2.209,1.381,3.298
194.6,0.486,2.354,1.415,3.219
203.2,0.531,2.135,1.362,3.409
210.9,0.497,2.186,1.327,3.311
202.8,0.477,2.066,1.269,3.141
212.5,0.471,2.182,1.424,3.260
196.3,0.536,2.227,1.422,3.149
196.2,0.487,2.234,1.317,3.131
207.1,0.454,2.241,1.406,3.187
192.2,0.512,2.153,1.495,3.185
193.0,0.492,2.259,1.328,3.205
192.1,0.522,2.131,1.289,3.139
201.8,0.559,2.046,1.449,3.207
196.8,0.488,2.224,1.406,3.237
216.1,0.607,2.018,1.156,3.312
191.9,0.535,2.036,1.478,3.186
191.0,0.428,2.394,1.419,3.037
193.5,0.532,2.254,1.531,3.208
201.0,0.537,2.207,1.383,3.161
204.5,0.471,2.139,1.466,3.371
213.3,0.574,2.139,1.385,3.210
186.9,0.530,2.176,1.476,3.477
192.1,0.510,2.110,1.489,3.259
210.6,0.452,2.261,1.480,3.047
200.2,0.487,2.225,1.453,3.250
215.3,0.499,2.075,1.356,3.445
199.9,0.485,2.363,1.430,3.201
200.0,0.705,1.919,1.302,3.326
197.0,0.475,2.283,1.371,3.153
193.6,0.509,2.128,1.313,3.149
208.0,0.563,1.993,1.503,3.142
201.2,0.546,2.129,1.456,3.195
204.9,0.485,2.151,1.239,3.227
192.4,0.462,2.255,1.386,3.386
209.4,0.525,2.212,1.397,3.187
203.4,0.476,2.223,1.402,3.214
203.1,0.494,2.162,1.352,3.334
195.0,0.511,2.300,1.407,3.188
190.6,0.480,2.240,1.422,3.191
188.7,0.495,2.217,1.515,3.162
191.0,0.564,2.065,1.302,3.237
201.8,0.515,2.149,1.349,3.267
205.0,0.511,2.109,1.341,3.153
188.0,0.531,2.095,1.417,3.153
201.8,0.509,2.254,1.402,3.052
196.0,0.590,2.102,1.381,3.276
196.3,0.570,2.010,1.256,3.291
192.3,0.580,2.166,1.487,3.258
181.3,0.516,2.191,1.422,3.271
201.6,0.598,1.982,1.430,3.204
196.5,0.502,2.235,1.278,3.293
209.5,0.509,2.199,1.374,3.111
193.3,0.504,2.150,1.283,3.349
197.0,0.605,1.986,1.245,3.206
201.6,0.573,2.049,1.359,3.195
196.8,0.499,2.262,1.436,3.343
197.2,0.633,2.037,1.410,3.192
196.2,0.548,2.073,1.309,3.236
177.5,0.650,1.767,1.387,3.013
195.1,0.517,2.089,1.372,3.399
195.4,0.491,2.324,1.368,3.269
193.4,0.510,2.056,1.444,3.240
202.8,0.494,2.253,1.507,3.239
215.2,0.633,2.027,1.289,3.178
196.3,0.551,2.149,1.348,3.147
210.1,0.567,2.044,1.562,3.215
197.3,0.553,2.137,1.288,3.235
189.3,0.502,2.132,1.478,3.148
210.2,0.519,2.110,1.370,3.210
192.4,0.513,2.151,1.421,3.251
202.0,0.467,2.289,1.449,3.206
192.3,0.471,2.286,1.378,3.150
195.2,0.562,2.136,1.363,3.276
199.0,0.469,2.248,1.381,3.290
194.1,0.540,2.120,1.341,3.382
193.5,0.528,2.186,1.377,3.105
189.4,0.492,2.216,1.375,3.304
203.2,0.602,2.013,1.403,3.150
199.7,0.539,2.185,1.345,3.332
203.0,0.525,2.141,1.394,3.223
204.1,0.540,2.227,1.469,3.214
203.9,0.449,2.318,1.484,3.161
195.0,0.500,2.190,1.374,3.240
201.9,0.461,2.229,1.430,3.160
192.3,0.582,2.018,1.313,3.302
198.7,0.507,2.240,1.555,3.171
191.0,0.470,2.306,1.373,3.251
201.8,0.456,2.266,1.551,3.219
203.2,0.465,2.302,1.400,3.315
201.2,0.504,2.245,1.490,3.029
195.7,0.470,2.219,1.450,3.188
183.5,0.461,2.118,1.419,3.214
198.0,0.552,2.086,1.281,3.247
195.5,0.545,2.048,1.486,3.100
203.5,0.578,2.023,1.291,3.056
204.6,0.575,1.919,1.279,3.142
197.8,0.489,2.175,1.373,3.149
201.3,0.514,2.178,1.288,3.161
200.6,0.522,2.100,1.354,3.377
198.6,0.607,2.023,1.267,3.323
195.6,0.451,2.275,1.468,3.148
209.2,0.459,2.242,1.307,3.262
199.3,0.494,2.141,1.190,3.214
201.7,0.607,2.055,1.411,3.194
206.2,0.508,2.171,1.431,3.201
202.3,0.492,2.195,1.405,3.155
207.7,0.490,2.287,1.499,3.252
193.6,0.439,2.296,1.366,3.166
194.2,0.501,2.322,1.470,3.352
211.5,0.607,2.001,1.339,3.124
217.1,0.496,2.321,1.388,3.186
207.9,0.460,2.250,1.266,3.119
197.7,0.536,2.207,1.460,3.298
212.8,0.523,2.041,1.451,3.130
208.7,0.487,2.117,1.365,3.252
203.1,0.534,2.085,1.319,3.466
191.8,0.506,2.224,1.478,3.188
191.2,0.482,2.199,1.231,3.205
202.7,0.439,2.247,1.425,3.478
199.3,0.473,2.210,1.509,3.271
199.6,0.441,2.257,1.488,3.062
202.2,0.455,2.270,1.359,3.316
195.3,0.476,2.368,1.463,3.140
186.9,0.481,2.240,1.474,3.331
183.9,0.536,2.150,1.401,3.347
192.4,0.514,2.346,1.483,3.310
196.8,0.500,2.172,1.398,3.262
198.7,0.493,2.328,1.284,3.256
195.6,0.471,2.200,1.365,3.089
189.4,0.515,2.173,1.380,3.220
192.7,0.466,2.241,1.574,3.294
190.5,0.468,2.316,1.433,3.218
193.7,0.468,2.281,1.407,3.235
207.5,0.536,2.122,1.245,3.267
193.2,0.583,2.145,1.496,3.179
197.9,0.466,2.244,1.197,3.331
215.8,0.699,1.889,1.297,3.283
205.2,0.500,2.152,1.349,3.297
195.2,0.491,2.142,1.574,3.314
187.0,0.534,2.293,1.335,3.365
189.8,0.490,2.236,1.299,3.293
192.9,0.468,2.291,1.601,3.253
210.4,0.486,2.090,1.330,3.082
198.1,0.509,2.206,1.400,3.226
191.3,0.444,2.318,1.485,3.153
197.0,0.505,2.224,1.477,3.149
219.2,0.520,1.995,1.462,3.190
212.0,0.511,2.129,1.399,3.270
197.5,0.616,1.869,1.369,2.943
197.5,0.600,1.948,1.400,3.340
210.9,0.572,2.106,1.446,3.037
192.1,0.612,1.993,1.274,3.281
188.5,0.487,2.178,1.347,3.179
209.0,0.587,2.026,1.352,3.099
187.3,0.581,2.138,1.330,3.166
200.3,0.472,2.224,1.407,3.317
195.6,0.573,2.222,1.528,3.335
200.7,0.612,2.126,1.368,3.081
199.9,0.489,2.176,1.362,3.119
205.2,0.607,1.901,1.226,3.275
199.0,0.512,2.189,1.241,3.341
205.7,0.489,2.149,1.358,3.206
198.5,0.560,2.044,1.273,3.230
205.4,0.536,2.093,1.447,3.188
201.4,0.496,2.142,1.463,3.478
188.7,0.530,2.045,1.478,3.260
204.3,0.522,2.258,1.418,3.152
198.5,0.538,2.069,1.356,3.267
190.8,0.523,2.220,1.361,3.168
201.3,0.545,2.161,1.485,3.204
213.0,0.595,1.979,1.234,3.156
194.2,0.579,1.974,1.341,3.127
197.3,0.557,2.049,1.346,3.136
196.6,0.576,2.065,1.288,3.174
205.3,0.474,2.220,1.384,3.143
198.4,0.530,2.075,1.336,3.342
194.3,0.542,2.155,1.468,3.316
193.9,0.565,2.224,1.459,3.288
202.1,0.467,2.227,1.422,3.109
195.0,0.580,2.044,1.337,3.185
200.3,0.498,2.193,1.450,3.391
196.2,0.525,2.107,1.380,3.178
199.6,0.527,2.180,1.362,3.322
200.6,0.560,2.126,1.371,3.314
211.3,0.542,2.047,1.385,3.203
189.3,0.602,2.032,1.377,3.162
214.0,0.585,2.118,1.450,3.162
189.2,0.644,2.143,1.480,3.355
210.2,0.529,2.241,1.483,3.084
192.0,0.510,2.258,1.370,3.265
210.5,0.575,2.142,1.283,3.309
206.3,0.530,2.065,1.452,3.086
192.1,0.528,2.347,1.387,3.230
193.2,0.582,2.003,1.491,3.072
195.6,0.537,2.122,1.478,3.215
198.5,0.531,2.056,1.485,3.063
197.1,0.502,2.104,1.396,3.117
196.7,0.467,2.257,1.491,3.152
204.2,0.544,2.105,1.345,3.168
196.5,0.545,2.232,1.407,3.251
194.0,0.470,2.370,1.492,3.162
198.2,0.535,2.120,1.390,3.162
197.8,0.527,2.190,1.288,3.124
201.1,0.494,2.181,1.410,3.181
190.5,0.525,2.164,1.397,3.048
200.6,0.479,2.285,1.430,3.298
197.7,0.521,2.248,1.476,3.225
193.5,0.500,2.291,1.481,3.162
198.1,0.527,2.220,1.270,3.317
199.6,0.517,2.138,1.298,3.288
193.8,0.544,2.247,1.353,3.210
223.4,0.581,2.076,1.279,3.237
230.9,0.772,2.004,0.972,3.305
201.6,0.576,2.166,1.357,3.148
187.3,0.538,2.144,1.370,3.250
198.0,0.483,2.145,1.439,3.168
205.1,0.452,2.261,1.414,3.338
212.3,0.566,1.998,1.286,3.230
207.6,0.567,2.087,1.295,3.166
